EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
77,3,3,5,6,3,6,6,6,2,7
69,5,4,4,7,4,6,5,5.5,1,7
55,4,5,2,8,3,5,6,5.5,2,7
76,4,3,5,7,2,4,6,5,1,7
42,5,5,3,5,2,6,7,6.5,1,7
40,4,3,5,6,5,7,7,7,2,7
41,5,5,2,8,3,7,5,6,2,7
36,2,2,5,7,6,6,5,5.5,2,7
20,2,3,5,5,4,4,5,4.5,1,7
49,4,5,3,4,3,5,7,6,1,7
7,4,5,6,3,4,5,7,6,2,7
70,4,5,3,8,4,7,7,7,1,7
56,5,5,2,8,2,5,7,6,2,7
60,6,6,2,8,3,6,7,6.5,1,7
62,4,4,3,6,2,6,4,5,1,7
22,4,5,6,2,4,5,5,5,2,7
27,5,6,2,7,2,7,6,6.5,1,7
43,3,3,5,3,4,6,6,6,1,7
58,6,6,2,8,2,4,6,5,2,7
23,5,5,3,8,6,7,7,7,1,7
66,6,6,3,8,2,7,5,6,2,7
32,4,4,5,4,3,5,6,5.5,2,7
11,5,5,3,3,6,5,6,5.5,2,7
1,5,6,6,4,6,5,4,4.5,1,7
14,5,4,6,3,6,7,7,7,1,7
16,4,4,3,4,4,7,7,7,2,7
72,4,3,5,3,3,7,7,7,1,7
75,5,4,5,4,3,6,7,6.5,1,7
19,5,4,3,6,4,4,7,5.5,2,7
61,4,4,3,7,3,4,5,4.5,2,7
47,4,4,3,7,3,5,6,5.5,1,7
21,5,4,4,4,3,5,7,6,2,7
18,2,3,4,4,5,4,7,5.5,1,7
53,4,4,4,7,3,6,6,6,2,7
38,5,4,4,7,2,7,7,7,2,7
74,5,4,4,5,3,4,6,5,1,7
50,4,4,4,3,3,7,5,6,2,7
25,4,6,3,7,4,6,7,6.5,1,7
12,4,4,5,4,5,6,6,6,2,7
46,5,5,3,8,3,6,7,6.5,2,7
51,5,4,4,2,5,7,7,7,1,7
26,4,4,4,6,3,7,7,7,1,7
34,5,4,2,7,5,4,4,4,2,7
59,4,4,4,8,4,7,7,7,2,7
3,3,3,4,6,6,4,7,5.5,2,7
73,5,4,4,6,3,5,5,5,1,7
65,4,3,5,7,3,6,7,6.5,1,7
79,4,5,2,8,4,7,7,7,1,7
45,5,4,2,7,2,4,5,4.5,2,7
9,4,4,5,6,2,6,7,6.5,1,7
17,3,4,2,7,3,4,6,5,2,7
28,3,3,5,6,5,7,7,7,1,7
44,5,4,4,6,3,4,5,4.5,1,7
63,3,3,4,7,3,6,7,6.5,2,7
78,4,4,3,6,3,7,6,6.5,2,7
31,4,4,4,6,3,4,6,5,1,7
33,3,4,4,2,4,4,5,4.5,1,7
37,4,5,3,7,2,4,5,4.5,2,7
48,3,3,5,2,5,7,7,7,1,7
71,5,5,2,7,2,4,6,5,2,7
57,4,4,3,7,3,6,7,6.5,2,7
30,6,6,2,8,3,5,5,5,1,7
29,3,3,4,6,6,7,7,7,1,7
35,4,4,3,8,4,6,5,5.5,2,7
52,4,4,5,3,4,7,7,7,0,7
2,4,5,4,7,3,4,6,5,0,7
68,4,5,4,6,3,6,6,6,0,7
