,eventNum,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,condition,subID,run,trial,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd,Frequency
484,45,3,4,3,2,3,7,5,6,Dispositional,18,3,4,110.226634,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,115.609669,118.497867,2.888198,121.625916,129.642043,1,130.158689,3,15299.27567,2,134.691725,4,15298.37883,3,139.22475,3,15299.56374,143.241134,1
485,15,3,5,3,2,5,7,6,6.5,Situational,18,3,5,143.257825,1.5,3,0.75,task/Jitter/right1.jpg,task/Jitter/right3.jpg,NaN,[0 2],0.5,148.64079,150.732824,2.092034,154.65706,162.673192,2,167.722871,1,15298.95664,1,163.189818,1,15298.13548,3,172.25588,1,15297.52842,176.272277,NA
486,46,3,5,3,5,6,7,7,7,Dispositional,18,3,6,176.288948,0.75,3,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,180.921976,184.608742,3.686766,186.938241,194.95436,2,200.004024,4,15297.83322,1,195.471006,4,15298.65627,3,204.537065,4,15298.07917,208.553457,1
487,25,3,5,3,1,6,6,7,6.5,Situational,18,3,7,208.570084,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,213.20317,214.584755,1.381585,219.219405,227.235536,1,227.752184,2,15298.55129,2,232.285221,1,15298.26606,3,236.818251,4,15299.98825,240.834652,1
488,64,2,3,3,5,6,7,7,7,Situational,18,3,8,240.851331,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right1.jpg,task/Jitter/left3.jpg,[2 2 1],1,247.034237,248.637688,1.603451,253.050501,261.066602,2,266.116297,1,15297.60887,3,270.649336,1,15300.53504,1,261.583265,2,15299.16618,274.665728,1
489,68,3,3,2,1,5,7,7,7,Dispositional,18,3,9,274.6824,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[1 1 1],1,281.615263,283.464735,1.849472,287.631503,295.647636,3,305.230357,3,15298.71995,1,296.164291,4,15298.96302,2,300.697336,4,15298.38677,309.246749,2
490,48,3,5,2,3,3,7,7,7,Dispositional,18,3,10,309.263427,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,314.629744,316.693558,2.063814,320.646013,328.662123,1,329.178755,4,15298.8715,2,333.711787,4,15298.86326,3,338.244833,4,15298.89941,342.261219,1
491,74,3,5,2,4,5,6,4,5,Situational,18,3,11,342.277894,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[1 1 2],1,349.210768,NA,NA,355.227022,363.243142,3,372.825856,1,15298.12834,2,368.292825,1,15298.87236,1,363.759794,4,15298.41845,376.842248,1
492,1,3,5,3,2,3,7,7,7,Situational,18,3,12,376.858925,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,381.491944,383.278502,1.786558,387.508218,395.52432,3,405.107027,1,15298.12217,2,400.574012,1,15298.65716,1,396.04097,3,15298.90618,409.123421,1
493,42,4,5,2,4,3,7,5,6,Situational,18,3,13,409.14004,1.5,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/left2.jpg,[2 1 1],1,416.072979,417.273471,1.200492,422.08925,430.105353,3,439.688074,1,15298.78086,1,430.622006,1,15298.99797,2,435.155028,3,15299.35211,443.704455,1
494,71,2,2,3,4,4,7,5,6,Dispositional,18,3,14,443.721125,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left3.jpg,NaN,[0 1],0.5,449.837382,452.002452,2.16507,455.853649,463.869762,2,468.919451,3,15298.22566,1,464.386402,4,15299.19453,3,473.452477,4,15298.15864,477.468864,1
495,65,2,4,1,3,1,7,6,6.5,Dispositional,18,3,15,477.485532,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[0 2 2],0.666667,484.40175,487.05737,2.65562,490.418015,498.434105,1,498.950765,2,15299.73412,3,508.016837,4,15299.16118,2,503.48381,2,15299.26407,512.033222,1
496,50,3,5,1,7,4,7,7,7,Dispositional,18,3,16,512.049875,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,517.432872,520.178365,2.745493,523.449161,531.465258,1,531.981909,2,15299.20311,2,536.514945,4,15297.92988,3,541.047955,4,15297.42609,545.064356,5
497,52,1,2,4,1,1,7,5,6,Situational,18,4,1,8.024601,0.75,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[2 1 2],1,14.19086,16.215501,2.02464,20.207124,28.223211,2,33.272914,1,15885.3461,3,37.805946,1,15885.67376,1,28.739881,4,15886.78785,41.822337,1
498,78,2,4,4,2,6,7,7,7,Dispositional,18,4,2,41.838951,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,47.971931,52.035494,4.063563,53.988164,62.004309,3,71.587028,4,15884.83963,2,67.054004,4,15885.86789,1,62.520973,4,15886.69891,75.603413,1
499,7,3,5,3,2,7,7,5,6,Situational,18,4,3,75.620038,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[2 1 1],1,82.552964,83.936431,1.383467,88.569221,96.585346,1,97.10198,1,15886.7357,3,106.168059,1,15886.35378,2,101.635009,4,15887.27284,110.184443,1
500,10,2,4,3,2,6,7,7,7,Dispositional,18,4,4,110.201104,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[2 1 1],1,117.133983,118.460369,1.326385,123.150221,131.166348,3,140.749074,4,15885.38371,1,131.683017,4,15886.85083,2,136.216052,4,15886.24675,144.765447,1
501,13,1,3,3,2,1,6,5,5.5,Dispositional,18,4,5,144.782131,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[1 1 1],1,152.448281,154.827303,2.379022,158.464557,166.480666,2,171.530341,NA,NA,1,166.997312,3,15887.55743,3,176.063391,2,15886.26943,180.079766,1
502,72,2,4,4,4,5,7,7,7,Situational,18,4,6,180.096444,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/right1.jpg,[1 2 2],1,187.029308,190.493334,3.464025,193.04554,201.061676,3,210.64441,1,15885.72709,1,201.578338,1,15885.55044,2,206.111383,4,15886.92631,214.660796,1
503,57,2,3,4,1,5,7,7,7,Situational,18,4,7,214.677465,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right2.jpg,task/Jitter/left2.jpg,[1 2 1],1,222.376947,224.220238,1.843291,228.393213,236.409345,1,236.92598,1,15885.47765,2,241.459021,1,15886.85466,3,245.992048,4,15886.14938,250.008426,1
504,69,3,3,3,4,5,7,5,6,Dispositional,18,4,8,250.025108,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,254.658138,NA,NA,260.674402,268.690507,1,269.207163,4,15886.22753,2,273.74019,4,15886.91223,3,278.273231,3,15885.79039,282.289602,NA
505,49,3,5,3,1,3,6,5,5.5,Dispositional,18,4,9,282.306289,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,286.939313,288.823233,1.883919,292.95558,300.971696,3,310.554388,2,15885.68519,2,306.021367,NA,NA,1,301.488329,2,15886.18425,314.570775,1
506,79,2,4,4,2,6,7,5,6,Situational,18,4,10,314.587414,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,319.220493,322.799122,3.57863,325.236741,333.252867,2,338.302553,1,15885.19206,3,342.835584,1,15884.87076,1,333.769524,1,15886.0648,346.851945,1
507,20,2,4,3,1,2,7,7,7,Dispositional,18,4,11,346.868651,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/right3.jpg,[2 1 2],1,354.551467,356.106171,1.554703,360.567733,368.583841,2,373.633514,2,15887.02898,3,378.166561,3,15887.40401,1,369.100493,2,15885.74781,382.182928,1
508,56,1,4,2,7,7,6,6,6,Situational,18,4,12,382.199562,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[1 1 1],1,388.36588,389.724102,1.358221,394.382133,402.398257,3,411.980965,2,15887.76853,1,402.914894,1,15887.10358,2,407.447955,1,15886.65328,415.997349,1
509,38,3,5,4,1,6,7,7,7,Situational,18,4,13,416.013979,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,422.146961,423.895982,1.749021,428.163216,436.179335,2,441.229023,1,15885.54836,3,445.762049,1,15886.59335,1,436.695976,4,15886.05343,449.778418,1
510,19,3,5,2,4,5,6,6,6,Dispositional,18,4,14,449.79511,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[2 1 2],1,456.711323,459.720006,3.008683,462.727584,470.743709,3,480.326405,3,15887.299,1,471.260345,3,15886.48009,2,475.793386,2,15887.18875,484.342783,1
511,55,1,4,2,5,5,7,7,7,Dispositional,18,4,15,484.359453,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[1 1 2],1,492.042309,494.101964,2.059655,498.058572,506.074689,2,511.124354,1,15886.04794,1,506.591336,2,15886.95299,3,515.657383,2,15886.44299,519.67378,1
512,61,3,5,2,1,7,7,5,6,Situational,18,4,16,519.690448,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,525.073437,528.361935,3.288498,531.089693,539.105821,2,544.155497,1,15885.64388,1,539.622453,1,15885.28989,3,548.68852,1,15884.78378,552.704907,NA
513,11,6,4,2,4,2,7,4,5.5,Situational,2,1,1,8.052128,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[2 1 2],1,14.269343,18.054794,3.785451,20.287575,28.295311,3,37.861555,1,570649.1097,2,33.33543,1,570647.4622,1,28.809288,1,570649.5861,41.873699,3
514,67,2,3,3,3,2,4,6,5,Dispositional,2,1,2,41.890307,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[0 2 2],0.666667,48.803816,52.668988,3.865173,54.822091,62.829814,2,67.886487,3,570648.2907,3,72.412616,3,570648.0768,1,63.360384,4,570649.3549,76.424783,2
515,35,3,5,3,4,1,5,6,5.5,Situational,2,1,3,76.44138,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,81.796442,83.658921,1.862479,87.814721,95.822456,2,100.862558,2,570648.0537,3,105.388674,1,570647.7837,1,96.336426,3,570649.2398,109.400827,2
516,31,3,2,3,1,1,4,4,4,Dispositional,2,1,4,109.417419,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/right1.jpg,[2 2 2],1,116.31438,120.692035,4.377655,122.332642,130.34035,3,139.906582,3,570648.9799,1,130.854333,2,570649.5251,2,135.380474,3,570649.059,143.918735,1
517,34,5,6,3,1,2,6,7,6.5,Dispositional,2,1,5,143.935348,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,148.544367,150.834086,2.28972,154.562618,162.570345,3,172.136572,4,570647.956,1,163.084328,4,570647.9442,2,167.610448,4,570648.0319,176.148739,2
518,30,2,2,4,2,5,7,7,7,Situational,2,1,6,176.165314,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,182.266485,184.223068,1.956583,188.284737,196.292475,2,201.332578,2,570647.9139,3,205.858692,1,570647.7849,1,196.806437,3,570648.0429,209.870833,2
519,16,5,4,3,5,2,5,7,6,Situational,2,1,7,209.887452,1.5,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[2 2 1],1,217.54704,219.538065,1.991025,223.565298,231.573038,3,241.139242,3,570648.2211,2,236.613139,1,570647.9963,1,232.087,3,570648.2186,245.151414,3
520,53,4,6,4,2,1,6,4,5,Situational,2,1,8,245.167936,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[2 1 2],1,251.352061,253.939123,2.587063,257.370315,265.37805,2,270.418128,2,570648.4073,1,265.892021,1,570648.6246,3,274.944267,3,570648.7244,278.956412,1
521,13,3,2,3,3,1,4,3,3.5,Dispositional,2,1,9,278.973013,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/right2.jpg,[2 2 2],1,285.869978,287.95513,2.085153,291.888235,299.895942,2,304.936064,3,570648.1945,3,309.462176,2,570648.9695,1,300.409934,2,570648.9767,313.474331,1
522,23,4,4,4,3,7,5,7,6,Dispositional,2,1,10,313.490939,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,318.862583,320.397216,1.534632,324.880854,332.888608,3,342.454812,4,570647.3469,2,337.928702,4,570647.4439,1,333.402559,4,570649.0029,346.466961,3
523,29,5,6,3,4,4,6,5,5.5,Situational,2,1,11,346.483559,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,352.601286,354.890223,2.288937,358.619544,366.627299,3,376.210111,2,570647.9794,2,371.667383,2,570648.7385,1,367.141263,2,570647.9794,380.222256,3
524,54,5,5,2,4,3,7,7,7,Dispositional,2,1,12,380.238839,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,386.356585,387.700188,1.343603,392.374844,400.382579,1,400.896555,4,570648.2121,3,409.948801,4,570647.4278,2,405.422655,4,570647.7881,413.960934,2
525,38,4,5,3,3,1,5,7,6,Situational,2,1,13,413.97755,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[1 2 1],1,420.874505,422.769262,1.894757,426.892742,434.900478,2,439.9406,2,570649.4051,1,435.414475,1,570647.5251,3,444.466719,4,570648.6629,448.478859,2
526,21,3,3,3,3,5,6,7,6.5,Dispositional,2,1,14,448.495472,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/right3.jpg,[1 2 2],1,454.662931,456.269232,1.606301,460.681193,468.688932,1,469.202901,4,570647.8647,3,478.25515,3,570647.4606,2,473.729017,4,570647.9617,482.267311,2
527,44,3,6,3,2,1,2,7,4.5,Dispositional,2,1,15,482.283895,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,486.892923,488.112314,1.21939,492.911163,500.918934,1,501.432883,2,570649.0059,3,510.48514,2,570647.8895,2,505.959014,3,570648.2327,514.497288,1
528,58,2,2,3,3,2,4,4,4,Situational,2,1,16,514.513891,0.75,3,1.5,task/Jitter/right2.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,519.902123,522.045351,2.143228,525.920394,533.928136,3,543.494362,2,570647.6325,2,538.968236,1,570648.8326,1,534.4421,2,570648.5405,547.506505,1
529,9,5,5,3,3,6,7,6,6.5,Dispositional,2,2,1,8.039338,1.5,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[1 1 2],1,15.698976,16.648948,0.949972,21.717229,29.72495,3,39.291185,4,571234.8527,1,30.238926,4,571235.606,2,34.765049,4,571235.2826,43.303352,3
530,1,5,5,2,5,1,6,5,5.5,Dispositional,2,2,2,43.319927,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,47.928968,49.251011,1.322042,53.947224,61.954945,1,62.468941,1,571236.193,3,71.521181,1,571234.9297,2,66.995066,1,571235.1499,75.533343,4
531,32,2,2,2,6,5,5,4,4.5,Situational,2,2,3,75.549926,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[2 1 1],1,82.480026,84.154026,1.674,88.498299,96.506024,2,101.546136,1,571234.9608,3,106.072253,2,571235.8007,1,97.020011,2,571236.5717,110.084431,4
532,49,2,1,2,4,1,7,7,7,Dispositional,2,2,4,110.101018,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,116.997973,118.131026,1.133053,123.016216,131.023972,2,136.064049,3,571237.2618,3,140.590178,4,571236.0526,1,131.537944,4,571236.019,144.602342,3
533,28,4,4,4,3,6,6,6,6,Situational,2,2,5,144.618924,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left2.jpg,[2 2 1],1,151.515897,153.480077,1.96418,157.53415,165.541871,2,170.581972,2,571236.8639,1,166.055844,3,571236.5639,3,175.108105,4,571235.8457,179.120265,2
534,48,4,6,4,4,2,6,4,5,Situational,2,2,6,179.13687,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,183.762465,184.971132,1.208667,189.780712,197.788468,3,207.37127,1,571234.4656,2,202.84513,1,571235.8479,1,198.319014,2,571237.7091,211.38342,1
535,17,4,2,1,6,1,5,5,5,Situational,2,2,7,211.400012,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,216.755096,218.040161,1.285065,222.773359,230.781098,1,231.295056,2,571236.0668,3,240.347319,3,571236.4016,2,235.821198,2,571235.9116,244.359466,5
536,60,5,6,3,2,1,2,5,3.5,Dispositional,2,2,8,244.376054,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,249.747718,251.231143,1.483424,255.765986,263.773737,3,273.339961,3,571235.4741,2,268.81384,4,571234.7844,1,264.28769,4,571235.5512,277.352117,1
537,3,5,4,3,4,5,6,7,6.5,Dispositional,2,2,9,277.368704,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,281.97773,282.933174,0.955443,287.995983,296.003737,1,296.517686,3,571235.4424,3,305.569956,4,571235.5771,2,301.043809,4,571235.5633,309.582092,2
538,41,5,5,2,4,4,7,7,7,Situational,2,2,10,309.5987,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,315.699848,317.018248,1.3184,321.7181,329.72584,3,339.292082,2,571235.924,2,334.76595,3,571236.104,1,330.23981,2,571236.0643,343.304224,3
539,2,6,6,3,5,6,7,6,6.5,Dispositional,2,2,11,343.320832,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,348.692472,349.809203,1.116731,354.710733,362.718474,3,372.284709,2,571235.8145,2,367.758596,2,571235.4115,1,363.232465,2,571238.0205,376.296853,2
540,8,3,2,3,3,6,7,5,6,Dispositional,2,2,12,376.313462,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,382.431197,383.543223,1.112026,388.449444,396.457182,2,401.497292,4,571234.5686,3,406.023405,4,571234.5526,1,396.971172,4,571234.5269,410.035566,2
541,57,5,5,NA,NA,NA,5,6,5.5,Situational,2,2,13,410.05215,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,414.661168,416.533306,1.872138,420.679422,428.687194,3,438.253405,3,571234.6958,2,433.727269,4,571235.591,1,429.201154,4,571235.641,442.265572,3
542,78,4,3,4,2,7,3,5,4,Situational,2,2,14,442.282149,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,447.653832,449.076264,1.422432,453.672092,461.679831,2,466.719922,2,571235.0433,3,471.246039,1,571234.7152,1,462.193781,2,571237.3312,475.258204,1
543,71,2,2,2,1,5,5,5,5,Dispositional,2,2,15,475.274795,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[1 1 2],1,482.171735,483.666388,1.494653,488.189993,496.197727,1,496.711712,3,571235.7645,3,505.763966,3,571235.8183,2,501.237832,3,571235.7803,509.776121,1
544,61,2,2,4,1,1,6,6,6,Situational,2,2,16,509.792708,0.75,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,task/Jitter/left3.jpg,[1 2 1],1,516.689671,518.421386,1.731715,522.707926,530.715673,1,531.229638,1,571235.5207,2,535.755782,4,571235.3925,3,540.281904,2,571235.9363,544.294063,2
545,42,2,3,3,2,4,5,5,5,Dispositional,2,3,1,8.034853,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[1 1 1],1,14.931848,18.043627,3.111779,20.950084,28.957815,2,33.997938,2,571812.0832,1,29.471795,2,571812.0145,3,38.524051,3,571812.8363,42.53622,1
546,72,2,5,4,1,7,5,7,6,Situational,2,3,2,42.552802,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,48.65397,50.370718,1.716748,54.672206,62.679954,3,72.246171,2,571811.0751,1,63.193926,4,571812.3254,2,67.720064,3,571812.1923,76.258348,1
547,55,2,2,2,5,1,7,7,7,Situational,2,3,3,76.27494,1.5,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/left2.jpg,[2 2 1],1,83.171899,84.373692,1.201793,89.190145,97.197881,2,102.237988,2,571811.9623,3,106.764119,4,571812.0192,1,97.711847,4,571812.1635,110.77628,3
548,51,3,4,3,2,1,5,4,4.5,Dispositional,2,3,4,110.792862,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,116.147933,117.458703,1.310769,122.166202,130.173952,2,135.214038,1,571812.6984,1,130.687926,1,571811.8274,3,139.740164,2,571812.2243,143.752332,1
549,62,3,3,4,3,2,5,7,6,Situational,2,3,5,143.768929,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[2 2 1],1,149.919798,151.867707,1.947909,155.938063,163.945792,1,164.45978,3,571812.5376,2,168.985896,2,571813.3713,3,173.512029,2,571812.2924,177.524179,1
550,26,5,6,3,4,6,6,7,6.5,Dispositional,2,3,6,177.540791,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/left1.jpg,[1 1 1],1,184.437727,185.99773,1.560003,190.456007,198.463731,3,208.029954,4,571810.9474,2,203.503839,4,571811.4726,1,198.977716,4,571811.8647,212.042129,2
551,74,2,4,4,2,5,6,6,6,Situational,2,3,7,212.058702,1.5,3,0.75,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,217.413788,220.208767,2.794979,223.432064,231.439813,3,241.006013,2,571811.8974,1,231.953775,1,571812.7307,2,236.479908,2,571813.1986,245.018186,1
552,37,2,4,3,3,5,6,7,6.5,Situational,2,3,8,245.034768,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left2.jpg,[1 2 1],1,252.677781,254.272785,1.595004,258.696064,266.703775,2,271.743895,2,571812.2446,1,267.217764,1,571812.0398,3,276.270024,3,571812.2313,280.28217,2
553,33,4,3,3,4,5,7,7,7,Dispositional,2,3,9,280.298759,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/right1.jpg,[1 2 2],1,287.195714,288.434897,1.239183,293.213984,301.221715,2,306.261823,3,571812.5335,3,310.787954,4,571812.5156,1,301.735684,3,571812.3928,314.800108,2
554,77,3,4,2,4,1,7,7,7,Dispositional,2,3,10,314.816692,1.5,3,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,320.171792,321.396883,1.225091,326.190049,334.197786,2,339.237885,2,571811.1416,3,343.763991,4,571810.9115,1,334.711747,4,571811.7776,347.776175,1
555,76,2,5,3,1,2,5,2,3.5,Situational,2,3,11,347.79275,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,353.147834,354.721929,1.574094,359.166108,367.173839,2,372.213934,1,571812.0384,3,376.740057,1,571810.9773,1,367.687816,2,571811.8125,380.752218,1
556,19,3,3,4,1,4,7,7,7,Situational,2,3,12,380.768806,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,385.37786,389.35791,3.98005,391.396111,399.403843,3,408.970068,2,571810.8713,2,404.443947,1,571811.5107,1,399.91782,2,571812.1538,412.982217,1
557,80,2,3,2,2,4,6,4,5,Situational,2,3,13,412.998806,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[0 1],0.5,419.116538,420.533989,1.417451,425.134798,433.142545,3,442.708775,1,571812.0779,1,433.656518,1,571811.6649,2,438.182646,2,571812.064,446.720914,2
558,24,6,6,2,3,7,3,5,4,Dispositional,2,3,14,446.737512,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[2 1 2],1,453.634484,454.600935,0.966452,459.652729,467.660469,1,468.174443,3,571811.5122,3,477.226708,4,571811.06,2,472.700566,4,571811.7611,481.238842,4
559,70,2,3,2,4,6,5,7,6,Dispositional,2,3,15,481.255434,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/right3.jpg,[1 2 2],1,488.152386,489.914988,1.762602,494.170642,502.178375,3,511.744618,3,571812.1011,2,507.218488,4,571812.4243,1,502.692385,2,571812.2523,515.756786,2
560,14,3,2,2,6,6,7,7,7,Dispositional,2,3,16,515.77338,1.5,3,0.75,task/Jitter/left3.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,521.128448,522.758073,1.629624,527.146726,535.154479,2,540.194572,3,571811.8219,3,544.720671,4,571811.5581,1,535.668446,2,571812.2662,548.732852,4
561,73,2,2,3,2,1,5,3,4,Situational,2,4,1,8.028219,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,12.653792,13.792147,1.138355,18.672059,26.6798,2,31.719889,2,572391.3997,1,27.193784,1,572390.9149,3,36.246031,2,572391.5605,40.258195,1
562,25,6,6,2,4,7,5,7,6,Dispositional,2,4,2,40.274765,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,46.392508,48.103213,1.710705,52.410773,60.418529,2,65.458619,4,572390.4261,3,69.98473,4,572390.6931,1,60.932472,3,572391.1841,73.996903,4
563,20,2,1,3,3,3,4,5,4.5,Situational,2,4,3,74.013481,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,79.385137,80.393227,1.00809,85.403413,93.411155,2,98.451238,2,572391.8416,3,102.977365,1,572391.6684,1,93.925133,2,572392.0825,106.989523,1
564,27,6,6,4,4,4,7,7,7,Dispositional,2,4,4,107.006122,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right2.jpg,task/Jitter/left3.jpg,[2 2 1],1,113.15701,114.163227,1.006217,119.17528,127.183005,2,132.223119,4,572390.3337,3,136.749239,4,572390.2086,1,127.696997,4,572390.8139,140.761399,2
