,eventNum,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,condition,subID,run,trial,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd,Frequency
1,44,2,2,4,1,5,6,7,6.5,Situational,1,1,1,8.03943,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,12.839181,NA,NA,18.855559,26.872227,1,27.388421,2,176942.9923,3,36.454617,3,176943.142,2,31.921548,3,176943.0253,40.471626,2
2,74,5,5,2,7,7,5,7,6,Dispositional,1,1,2,40.504429,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left2.jpg,[2 1 1],1,46.887405,48.521548,1.634143,52.903783,60.920402,2,65.969745,4,176941.9588,1,61.436652,4,176941.7754,3,70.502844,4,176942.5087,74.519927,7
3,65,3,3,5,1,2,7,6,6.5,Situational,1,1,3,74.535998,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/right1.jpg,[2 2 2],1,81.502282,NA,NA,87.518896,95.535334,3,105.117709,4,176941.4255,2,100.584609,1,176941.6255,1,96.051516,4,176941.9088,109.134811,1
4,62,6,6,1,7,5,6,5,5.5,Dispositional,1,1,4,109.150831,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/right3.jpg,[1 2 2],1,116.133831,117.75812,1.624288,122.150232,130.166842,3,139.749271,4,176942.1587,2,135.216144,3,176942.4255,1,130.683045,4,176942.1921,143.766319,2
5,56,3,3,3,5,7,7,7,7,Dispositional,1,1,5,143.782363,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[2 2 1],1,150.865335,NA,NA,156.881696,164.898336,1,165.414577,4,176942.2754,3,174.480768,4,176942.1921,2,169.947669,4,176942.6254,178.497869,3
6,71,4,4,2,1,1,7,7,7,Situational,1,1,6,178.513894,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[2 1 2],1,184.830258,187.669834,2.839576,190.846586,198.863308,3,208.445673,4,176942.3254,1,199.379469,1,176941.7421,2,203.912567,4,176942.892,212.462753,1
7,32,3,3,2,5,5,7,6,6.5,Situational,1,1,7,212.47879,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,218.66181,NA,NA,224.67841,232.694632,1,233.211044,4,176942.3254,2,237.744142,2,176943.1253,3,242.277241,3,176944.0253,246.294256,3
8,77,5,5,2,6,6,6,6,6,Situational,1,1,8,246.310392,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left1.jpg,task/Jitter/right1.jpg,[1 1 2],1,253.293363,259.173257,5.879894,259.309689,267.32639,2,272.375671,4,176942.0421,3,276.908772,2,176943.1587,1,267.842576,4,176941.4255,280.925834,1
9,48,3,3,3,3,5,6,5,5.5,Dispositional,1,1,9,280.941879,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,286.391616,NA,NA,292.408267,300.424461,1,300.940858,3,176941.1255,2,305.473948,4,176942.8587,3,310.007051,3,176943.6253,314.024091,2
10,69,5,5,2,2,1,6,7,6.5,Dispositional,1,1,10,314.040194,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,320.223209,322.62403,2.400821,326.239577,334.256278,2,339.305518,2,176944.0087,3,343.838623,1,176943.2087,1,334.772429,1,176941.8921,347.855695,1
11,75,3,3,4,1,3,6,7,6.5,Situational,1,1,11,347.871731,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/right1.jpg,[2 1 2],1,354.104749,356.038902,1.934153,360.121388,368.137777,3,377.720184,2,176942.8921,1,368.653997,2,176943.2754,2,373.18711,2,176942.1254,381.737286,2
12,23,3,3,1,6,7,7,7,7,Dispositional,1,1,12,381.753293,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/left3.jpg,[1 2 1],1,389.869587,393.190709,3.321122,395.885923,403.902606,2,408.951892,4,176941.4754,3,413.484999,4,176942.2587,1,404.418798,4,176942.9921,417.502112,4
13,61,4,4,2,5,5,7,6,6.5,Situational,1,1,13,417.518114,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,423.667829,426.788404,3.120575,429.684155,437.701042,2,442.750137,2,176943.442,1,438.21704,1,176942.2588,3,447.283243,2,176943.6087,451.300351,2
14,45,4,2,3,1,2,7,7,7,Dispositional,1,1,14,451.316357,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,456.716102,460.095248,3.379146,462.732439,470.748982,1,471.265316,2,176943.3587,2,475.798412,1,176943.2587,3,480.331512,1,176941.0755,484.34859,1
15,15,2,1,3,5,7,6,6,6,Dispositional,1,1,15,484.364621,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,489.814357,492.082079,2.267723,495.830974,503.847185,1,504.363594,4,176943.1255,3,513.429791,4,176942.8254,2,508.896693,4,176942.1254,517.446889,3
16,16,4,3,2,3,2,6,5,5.5,Situational,1,1,16,517.462912,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,522.112673,523.513865,1.401192,528.129017,536.145558,2,541.195037,3,176943.042,1,536.661911,1,176941.9254,3,545.728111,1,176943.842,549.745195,1
17,43,4,3,3,3,2,7,7,7,Dispositional,1,2,1,8.045425,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/left1.jpg,[1 2 1],1,14.311797,17.230259,2.918462,20.328138,28.34491,3,37.927197,NA,NA,1,28.860999,1,177583.686,2,33.394106,4,177584.4028,41.943665,1
18,70,4,4,3,1,1,6,7,6.5,Dispositional,1,2,2,41.960348,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/left2.jpg,[1 1 1],1,48.97662,52.634093,3.657473,54.993045,63.009876,3,72.592093,1,177583.836,1,63.525868,2,177583.2414,2,68.058965,2,177583.5027,76.609135,2
19,33,3,3,3,4,2,5,7,6,Situational,1,2,3,76.625179,0.75,3,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,81.291607,87.291441,5.999833,87.308244,95.324451,1,95.840847,4,177582.5027,3,104.907027,1,177582.2528,2,100.373944,4,177582.0361,108.924127,4
20,18,5,5,1,6,2,7,7,7,Dispositional,1,2,4,108.940172,1.5,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[1 1 2],1,116.689797,118.295704,1.605907,122.706152,130.722893,1,131.239004,2,177582.9527,2,135.772097,1,177583.886,3,140.3052,2,177584.2693,144.322302,2
21,21,5,4,3,6,6,7,6,6.5,Situational,1,2,5,144.338347,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left3.jpg,task/Jitter/right3.jpg,[1 1 2],1,151.304656,154.903437,3.598781,157.321227,165.337649,3,174.920057,4,177584.036,1,165.85386,3,177583.2694,2,170.386965,3,177583.9527,178.937121,1
22,60,3,3,2,3,3,6,6,6,Situational,1,2,6,178.953197,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[1 2 1],1,185.919484,189.895256,3.975772,191.935874,199.952519,1,200.468728,1,177583.7028,2,205.001829,1,177582.6194,3,209.534921,1,177583.6694,213.552022,2
23,17,5,3,1,5,3,6,6,6,Situational,1,2,7,213.568069,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,218.3178,221.051055,2.733255,224.334199,232.350824,1,232.867041,4,177582.786,2,237.40014,1,177582.5361,3,241.93324,4,177582.8027,245.950327,6
24,76,2,3,3,2,2,5,6,5.5,Dispositional,1,2,8,245.966374,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,251.366078,NA,NA,257.38245,265.398921,3,274.981513,4,177583.2694,1,265.915318,3,177583.686,2,270.448414,2,177583.7194,278.998624,2
25,42,3,3,3,4,6,7,7,7,Dispositional,1,2,9,279.014638,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,283.697727,286.617725,2.919998,289.714364,297.730575,2,302.780065,4,177582.9694,1,298.246963,4,177582.1941,3,307.313192,4,177583.2027,311.330263,5
26,8,6,5,1,7,7,7,7,7,Situational,1,2,10,311.346306,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/right1.jpg,[1 1 2],1,318.445915,322.764448,4.318533,324.46227,332.478953,2,337.52825,4,177582.2361,1,332.99516,1,177582.7027,3,342.061395,4,177583.4693,346.07844,7
27,30,1,1,3,5,7,7,7,7,Dispositional,1,2,11,346.09447,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[1 1 1],1,352.32751,355.25225,2.92474,358.344085,366.360513,1,366.876723,4,177582.5694,2,371.409821,2,177583.9193,3,375.942955,2,177583.7027,379.960007,3
28,10,4,3,1,7,7,6,7,6.5,Dispositional,1,2,12,379.976034,1.5,3,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,385.359093,387.672083,2.312991,391.375455,399.391929,2,404.441432,4,177582.1028,3,408.974524,4,177581.6861,1,399.908335,4,177582.7027,412.991634,7
29,46,4,4,6,1,7,7,6,6.5,Situational,1,2,13,413.007633,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[1 1 2],1,419.940629,422.006904,2.066274,425.956988,433.973701,2,439.022955,4,177583.6694,3,443.556061,1,177583.7526,1,434.489868,4,177583.5193,447.57316,1
30,54,4,4,2,6,7,6,5,5.5,Situational,1,2,14,447.589182,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,452.238937,457.369746,5.13081,458.255298,466.271801,3,475.854373,4,177582.6861,1,466.788183,3,177583.9693,2,471.321285,2,177583.9527,479.87148,6
31,36,5,3,2,6,7,7,5,6,Dispositional,1,2,15,479.887478,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/left1.jpg,[2 1 1],1,486.853799,489.716482,2.862683,492.870404,500.886786,2,505.936139,4,177581.9028,3,510.469232,4,177581.7528,1,501.403042,4,177582.4694,514.486096,6
32,27,3,2,3,4,6,7,6,6.5,Situational,1,2,16,514.502382,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,520.635399,523.851407,3.216008,526.651738,534.668241,3,544.250805,4,177583.236,1,535.18461,3,177583.736,2,539.717711,2,177584.3193,548.267898,1
33,66,3,3,2,5,7,7,5,6,Dispositional,1,3,1,8.14925,0.75,3,1.5,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,13.565638,16.094706,2.529068,19.582037,27.598634,1,28.114868,4,178195.8003,3,37.181064,4,178195.717,2,32.64797,4,178195.7169,41.198163,3
34,51,3,3,3,2,4,6,7,6.5,Situational,1,3,2,41.214205,1.5,3,1.5,task/Jitter/right2.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,47.380532,50.443354,3.062822,53.396898,61.413362,2,66.462877,4,178195.8503,3,70.995965,1,178195.5503,1,61.929777,4,178196.5836,75.013066,2
35,9,4,3,2,7,7,7,7,7,Situational,1,3,3,75.029126,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,81.312098,83.660269,2.348171,87.328765,95.34494,1,95.861321,4,178196.367,3,104.927536,1,178195.9336,2,100.394434,4,178195.817,108.944549,4
36,28,2,2,3,6,7,6,6,6,Dispositional,1,3,4,108.960652,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,114.343712,117.253958,2.910246,120.360334,128.376535,3,137.959145,4,178196.6169,2,133.426044,4,178196.5169,1,128.89295,4,178196.3836,141.976215,4
37,29,2,2,3,3,3,6,7,6.5,Situational,1,3,5,141.992247,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,147.392013,150.28686,2.894847,153.408343,161.425012,1,161.94123,3,178197.5002,2,166.474326,2,178197.6835,3,171.007421,1,178197.5835,175.024504,1
38,55,3,3,3,5,6,7,7,7,Dispositional,1,3,6,175.040542,0.75,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[2 1 1],1,181.45688,185.426627,3.969747,187.473233,195.489896,2,200.539207,4,178196.4836,3,205.072314,4,178196.1669,1,196.006118,3,178196.6835,209.089393,6
39,52,3,2,3,4,6,7,6,6.5,Situational,1,3,7,209.105431,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left3.jpg,[2 2 1],1,216.788364,220.392445,3.604081,222.804775,230.821399,2,235.870743,4,178196.7669,1,231.337668,2,178198.4001,3,240.403798,4,178197.1003,244.42091,1
40,58,4,4,3,4,4,7,7,7,Situational,1,3,8,244.43692,0.75,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,task/Jitter/right2.jpg,[2 2 2],1,250.619937,253.372208,2.752271,256.636595,264.652942,2,269.702268,4,178196.3002,1,265.169181,1,178196.5169,3,274.235366,4,178197.6502,278.252474,3
41,49,4,3,2,1,6,7,7,7,Dispositional,1,3,9,278.268474,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,task/Jitter/left1.jpg,[1 1 1],1,286.01809,288.525039,2.506949,292.03444,300.05108,2,305.100425,4,178198.4834,3,309.633584,3,178198.1501,1,300.567339,1,178198.3668,313.65062,3
42,31,2,3,2,6,7,7,7,7,Dispositional,1,3,10,313.666639,1.5,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,task/Jitter/left2.jpg,[2 2 1],1,320.599615,323.212863,2.613248,326.616011,334.63258,3,344.215048,4,178196.0336,2,339.681963,4,178196.5502,1,335.148855,4,178195.8336,348.232131,3
43,14,2,1,4,1,3,6,5,5.5,Situational,1,3,11,348.248156,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/left1.jpg,[2 2 1],1,355.297805,357.077636,1.779831,361.31416,369.330942,2,374.380143,1,178195.817,3,378.913242,1,178196.2502,1,369.84705,4,178196.2336,382.93034,2
44,57,4,3,2,7,6,7,7,7,Situational,1,3,12,382.946359,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,388.329421,391.036492,2.707071,394.345775,402.362389,2,407.411765,3,178196.8502,3,411.944848,1,178197.6502,1,402.87866,4,178195.7336,415.961966,3
45,59,4,4,2,3,2,5,7,6,Situational,1,3,13,415.977973,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[2 2 1],1,422.96094,427.365294,4.404354,428.977324,436.993957,3,446.576375,4,178196.567,2,442.043279,1,178195.9836,1,437.510185,4,178195.817,450.593285,4
46,41,2,2,3,3,7,6,6,6,Dispositional,1,3,14,450.609496,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,456.025933,460.547134,4.521201,462.042501,470.058739,3,479.641319,4,178196.4169,2,475.108218,4,178195.717,1,470.575121,4,178195.717,483.658402,2
47,68,3,3,4,2,7,7,7,7,Dispositional,1,3,15,483.674491,1.5,3,1.5,task/Jitter/right2.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,489.824184,492.741997,2.917813,495.840472,503.856957,1,504.373401,4,178196.7668,3,513.439554,4,178196.0836,2,508.906453,4,178196.2003,517.456659,2
48,1,6,5,1,7,7,7,7,7,Dispositional,1,3,16,517.472689,1.5,3,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,522.905728,526.009693,3.103965,528.922132,536.938562,1,537.454968,4,178196.0502,3,546.521163,4,178196.5669,2,541.988111,4,178195.8835,550.538258,7
49,39,3,3,2,6,6,5,6,5.5,Situational,1,4,1,8.042275,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right3.jpg,task/Jitter/right1.jpg,[2 2 2],1,15.025215,18.101774,3.076559,21.041558,29.058462,1,29.574454,3,178782.3434,3,38.64065,1,178783.1601,2,34.107553,2,178781.6268,42.657701,3
50,64,4,4,4,2,3,7,7,7,Dispositional,1,4,2,42.673772,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,48.873458,51.6017,2.728242,54.889807,62.906317,3,72.488913,3,178783.3766,1,63.422694,2,178782.2267,2,67.955788,1,178780.6934,76.505869,1
51,6,5,4,3,1,1,6,6,6,Situational,1,4,3,76.522009,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,83.621641,86.612425,2.990784,89.637995,97.654657,1,98.17088,4,178780.3601,2,102.703975,1,178780.3768,3,107.237077,4,178781.1101,111.254183,2
52,63,3,3,2,1,4,7,7,7,Dispositional,1,4,4,111.270205,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,116.703251,121.510221,4.80697,122.719939,130.736097,3,140.318679,2,178782.56,2,135.78558,4,178782.06,1,131.252527,3,178781.76,144.335758,1
53,12,5,4,3,1,7,6,5,5.5,Dispositional,1,4,5,144.351811,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[1 1 2],1,151.284778,154.871105,3.586328,157.301117,165.317786,1,165.834024,3,178783.0933,2,170.367116,3,178782.2767,3,174.900206,2,178781.8934,178.917314,1
54,53,2,1,4,4,6,7,7,7,Situational,1,4,6,178.933312,1.5,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/right2.jpg,[2 2 2],1,186.666262,190.988922,4.32266,192.682885,200.699288,1,201.215507,4,178780.9511,3,210.2817,1,178780.1769,2,205.748604,4,178782.0267,214.298791,2
55,73,4,4,4,1,1,7,7,7,Situational,1,4,7,214.314832,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[1 1 1],1,222.064414,NA,NA,228.080781,236.097475,2,241.14675,4,178781.6101,3,245.679848,1,178780.1934,1,236.613654,4,178781.6267,249.69693,2
56,37,3,3,3,2,2,6,6,6,Dispositional,1,4,8,249.712979,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[2 1 1],1,256.662611,259.712389,3.049778,262.678995,270.695714,2,275.744951,1,178782.3934,3,280.278046,3,178782.11,1,271.21185,1,178781.61,284.295139,1
57,13,2,2,3,3,5,5,6,5.5,Dispositional,1,4,9,284.311191,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[0 2],0.5,289.760889,292.06223,2.30134,295.777242,303.793726,1,304.310128,2,178782.3562,2,308.843227,2,178782.7433,3,313.376306,1,178782.1767,317.393408,5
58,40,4,4,2,7,6,5,6,5.5,Situational,1,4,10,317.409419,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,322.109196,324.823081,2.713885,328.125819,336.142057,3,345.724631,1,178782.76,2,341.191538,1,178781.9767,1,336.658433,2,178782.2933,349.741735,7
59,78,3,3,2,6,6,7,7,7,Dispositional,1,4,11,349.757759,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,354.407514,357.699899,3.292386,360.423871,368.440373,2,373.48985,4,178780.5601,3,378.022944,4,178782.8933,1,368.956748,3,178781.8267,382.040047,4
60,79,3,3,3,2,7,5,7,6,Situational,1,4,12,382.056069,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[2 2 1],1,389.039042,393.2328,4.193758,395.055433,403.072064,2,408.121379,1,178782.2267,1,403.588281,1,178781.5434,3,412.654474,1,178780.0101,416.671572,2
61,80,4,4,3,5,7,7,7,7,Situational,1,4,13,416.68763,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,422.120642,425.636606,3.515964,428.137264,436.153473,3,445.736081,4,178781.2768,1,436.669887,1,178782.01,2,441.20298,3,178781.4934,449.75317,2
62,2,3,3,3,4,2,6,6,6,Dispositional,1,4,14,449.769213,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,455.168928,458.272386,3.103458,461.185301,469.201849,2,474.251261,1,178783.46,1,469.718164,3,178782.1601,3,478.801016,2,178781.8094,482.817729,1
63,47,2,2,2,5,7,7,7,7,Dispositional,1,4,15,482.834174,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right2.jpg,[2 2 2],1,489.800448,493.292242,3.491794,495.816857,503.833503,2,508.882787,4,178783.1266,1,504.349691,4,178780.4935,3,513.415883,4,178781.2601,517.432738,4
64,34,4,4,1,2,3,6,6,6,Situational,1,4,16,517.449005,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/right3.jpg,[1 2 2],1,524.648639,528.800906,4.152267,530.66498,538.681716,2,543.730967,3,178782.6933,1,539.197873,1,178781.2768,3,548.264072,3,178782.1709,552.280756,2
65,14,6,7,2,6,2,4,7,5.5,Situational,10,1,1,8.057178,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[2 1 1],1,15.00676,19.926866,4.920106,21.023031,29.039134,2,34.08885,4,889241.6692,3,38.621886,2,889241.9621,1,29.555808,4,889241.9581,42.638265,NA
66,61,3,5,3,2,1,5,6,5.5,Dispositional,10,1,2,42.654944,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[2 2 1],1,49.587816,52.018801,2.430985,55.604095,63.620223,3,73.202945,4,889241.466,2,68.669901,4,889241.6661,1,64.136872,4,889241.3021,77.219311,NA
67,42,2,2,2,6,6,6,5,5.5,Situational,10,1,3,77.235954,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,82.635656,NA,NA,88.651923,96.668033,2,101.717735,NA,NA,3,106.250766,NA,NA,1,97.184696,NA,NA,110.26716,NA
68,77,5,3,3,5,6,5,5,5,Dispositional,10,1,4,110.283823,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[0 1],0.5,116.433431,118.525811,2.09238,122.449687,130.46583,3,140.048542,3,889243.3534,2,135.515507,2,889243.1122,1,130.982458,4,889241.3704,144.064926,NA
69,41,3,2,3,5,7,6,7,6.5,Dispositional,10,1,5,144.081606,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,task/Jitter/left2.jpg,[1 2 1],1,151.014474,156.683783,5.669309,157.030754,165.046874,2,170.096561,4,889241.4693,1,165.563521,4,889241.6024,3,174.629591,4,889242.6911,178.645975,NA
70,19,5,6,1,6,3,7,6,6.5,Situational,10,1,6,178.662655,0.75,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[0 1 2],0.666667,184.845598,188.414853,3.569255,190.861855,198.877973,3,208.460694,2,889242.0303,2,203.927666,1,889241.542,1,199.394626,3,889242.373,212.47708,NA
71,78,5,3,2,7,5,5,7,6,Situational,10,1,7,212.493709,0.75,3,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,217.876744,NA,NA,223.893017,231.909162,1,232.425784,2,889243.0569,2,236.958833,1,889241.734,3,241.49186,3,889243.185,245.508247,NA
72,80,6,7,3,5,7,6,5,5.5,Situational,10,1,8,245.524939,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,251.657869,NA,NA,257.674097,265.690259,2,270.739942,2,889241.1639,3,275.272969,1,889242.258,1,266.206904,4,889241.4318,279.289367,NA
73,43,2,6,3,6,5,5,3,4,Dispositional,10,1,9,279.306044,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 2 0],0.666667,286.238927,NA,NA,292.255151,300.271304,2,305.321007,NA,NA,1,300.787987,3,889243.3349,3,309.854026,4,889241.3488,313.870417,NA
74,64,7,5,2,6,4,6,6,6,Dispositional,10,1,10,313.887104,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,319.270093,NA,NA,325.286353,333.302482,1,333.819123,1,889241.6307,3,342.8852,1,889241.2917,2,338.352155,1,889243.1745,346.901586,NA
75,31,6,5,2,6,3,5,6,5.5,Situational,10,1,11,346.918261,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,353.051189,NA,NA,359.067444,367.083581,3,376.666307,4,889242.9893,1,367.600232,NA,NA,2,372.133271,3,889241.6775,380.6827,NA
76,17,1,1,2,5,3,7,7,7,Dispositional,10,1,12,380.699374,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left2.jpg,task/Jitter/left3.jpg,[1 1 1],1,387.632254,NA,NA,393.648522,401.664639,3,411.247371,4,889240.6415,2,406.714342,4,889241.6605,1,402.181296,4,889241.0245,415.263758,NA
77,52,5,4,2,5,6,6,6,6,Situational,10,1,13,415.280441,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[2 1 1],1,422.213328,NA,NA,428.2296,436.245701,3,445.828428,2,889240.1522,1,436.762357,3,889242.7283,2,441.295399,3,889241.1953,449.84483,NA
78,27,7,4,3,6,7,6,7,6.5,Dispositional,10,1,14,449.861515,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/right3.jpg,[2 1 1],0.666667,456.794387,NA,NA,462.810655,470.826766,2,475.876458,4,889241.5183,3,480.409513,4,889241.1003,1,471.343433,4,889242.4584,484.425878,NA
79,53,2,3,2,5,6,5,5,5,Dispositional,10,1,15,484.442525,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,489.825551,NA,NA,495.841808,503.857947,2,508.907634,4,889242.4819,3,513.440673,4,889240.454,1,504.374584,4,889241.2363,517.457056,NA
80,55,5,5,1,7,2,4,5,4.5,Situational,10,1,16,517.47368,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[1 2 1],1,524.389937,NA,NA,530.406188,538.42231,2,543.472031,NA,NA,3,548.005049,1,889241.8658,1,538.938981,4,889241.1488,552.021449,NA
81,24,4,3,3,5,7,6,7,6.5,Dispositional,10,2,1,8.023001,0.75,3,1.5,task/Jitter/right2.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,13.406044,NA,NA,19.422341,27.438441,2,32.488131,4,889849.7526,3,37.021178,2,889849.6724,1,27.955102,4,889847.7314,41.037567,NA
