EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
54,5,5,1,7,1,6,6,6,2,27
1,7,7,2,7,1,6,5,5.5,1,27
72,2,2,2,4,1,5,7,6,2,27
6,5,7,2,7,1,5,5,5,1,27
61,2,3,4,1,2,7,7,7,1,27
18,4,1,4,7,6,7,7,7,2,27
20,2,2,4,5,7,6,7,6.5,2,27
16,4,4,2,7,1,6,5,5.5,2,27
43,2,4,4,1,1,5,4,4.5,1,27
37,2,6,4,1,1,6,7,6.5,1,27
7,5,5,2,7,1,7,5,6,2,27
4,5,7,2,7,5,7,7,7,1,27
26,3,3,4,4,3,6,7,6.5,2,27
53,2,2,4,4,1,7,7,7,1,27
28,2,2,4,1,2,5,6,5.5,1,27
23,3,6,4,4,2,6,4,5,2,27
51,2,2,4,4,4,7,7,7,1,27
35,2,2,6,1,4,6,7,6.5,1,27
8,2,4,4,4,1,6,5,5.5,2,27
77,4,5,1,7,1,7,7,7,1,27
40,2,2,4,1,5,6,7,6.5,2,27
13,3,3,2,3,5,5,6,5.5,2,27
31,2,2,4,4,5,7,5,6,2,27
24,6,6,2,6,1,3,5,4,1,27
36,2,2,4,5,5,7,7,7,1,27
66,4,4,1,5,3,7,7,7,2,27
30,2,2,4,1,5,7,7,7,1,27
2,7,3,4,4,2,7,6,6.5,1,27
69,2,2,3,4,1,7,5,6,2,27
68,5,5,1,5,1,5,4,4.5,2,27
46,2,4,4,1,1,5,7,6,1,27
59,4,4,4,5,5,6,7,6.5,2,27
41,3,2,4,4,1,6,6,6,1,27
71,3,2,4,3,2,6,7,6.5,2,27
48,6,5,2,7,5,7,7,7,2,27
45,2,2,4,4,2,6,5,5.5,1,27
62,3,4,4,5,1,6,7,6.5,2,27
56,2,2,4,4,1,7,7,7,1,27
76,4,4,4,6,1,7,6,6.5,2,27
70,3,3,4,3,3,7,7,7,2,27
33,2,2,3,7,6,7,7,7,1,27
78,3,2,2,6,4,7,7,7,1,27
12,1,2,2,4,1,4,4,4,2,27
52,3,3,3,3,3,7,7,7,2,27
58,3,3,4,1,1,7,5,6,2,27
67,3,2,4,1,1,6,5,5.5,1,27
39,2,4,3,6,1,6,7,6.5,1,27
32,2,5,1,7,5,7,7,7,1,27
49,3,3,4,1,1,6,4,5,2,27
73,4,3,2,5,3,6,7,6.5,1,27
27,2,2,4,4,4,6,5,5.5,2,27
15,2,2,4,4,7,7,7,7,1,27
14,3,5,2,7,1,5,4,4.5,1,27
5,5,7,2,7,5,7,6,6.5,2,27
74,5,4,1,6,1,7,6,6.5,2,27
60,2,2,4,1,1,6,5,5.5,1,27
57,2,2,3,4,1,5,4,4.5,1,27
42,4,3,4,1,1,5,5,5,2,27
21,2,2,4,5,7,7,7,7,1,27
9,3,4,4,4,3,6,5,5.5,2,27
10,7,5,6,5,7,7,7,7,2,27
34,3,4,3,6,1,5,6,5.5,1,27
80,4,2,2,6,4,7,7,7,1,27
38,2,5,4,6,1,5,7,6,2,27
25,2,2,4,5,1,7,7,7,0,27
55,4,4,4,1,1,6,5,5.5,0,27
47,4,3,4,6,1,6,7,6.5,0,27
