sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
10,1,1,2,8.057178,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[2 1 1],1,15.00676,14,19.926866,4.920106,21.023031,29.039134,2,34.08885,4,889241.6692,3,38.621886,2,889241.9621,1,29.555808,4,889241.9581,42.638265
10,1,2,1,42.654944,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[2 2 1],1,49.587816,61,52.018801,2.430985,55.604095,63.620223,3,73.202945,4,889241.466,2,68.669901,4,889241.6661,1,64.136872,4,889241.3021,77.219311
10,1,3,2,77.235954,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,82.635656,42,,,88.651923,96.668033,2,101.717735,,,3,106.250766,,,1,97.184696,,,110.26716
10,1,4,1,110.283823,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[0 1],0.5,116.433431,77,118.525811,2.09238,122.449687,130.46583,3,140.048542,3,889243.3534,2,135.515507,2,889243.1122,1,130.982458,4,889241.3704,144.064926
10,1,5,1,144.081606,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,task/Jitter/left2.jpg,[1 2 1],1,151.014474,41,156.683783,5.669309,157.030754,165.046874,2,170.096561,4,889241.4693,1,165.563521,4,889241.6024,3,174.629591,4,889242.6911,178.645975
10,1,6,2,178.662655,0.75,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[0 1 2],0.666667,184.845598,19,188.414853,3.569255,190.861855,198.877973,3,208.460694,2,889242.0303,2,203.927666,1,889241.542,1,199.394626,3,889242.373,212.47708
10,1,7,2,212.493709,0.75,3,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,217.876744,78,,,223.893017,231.909162,1,232.425784,2,889243.0569,2,236.958833,1,889241.734,3,241.49186,3,889243.185,245.508247
10,1,8,2,245.524939,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,251.657869,80,,,257.674097,265.690259,2,270.739942,2,889241.1639,3,275.272969,1,889242.258,1,266.206904,4,889241.4318,279.289367
10,1,9,1,279.306044,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 2 0],0.666667,286.238927,43,,,292.255151,300.271304,2,305.321007,,,1,300.787987,3,889243.3349,3,309.854026,4,889241.3488,313.870417
10,1,10,1,313.887104,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,319.270093,64,,,325.286353,333.302482,1,333.819123,1,889241.6307,3,342.8852,1,889241.2917,2,338.352155,1,889243.1745,346.901586
10,1,11,2,346.918261,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,353.051189,31,,,359.067444,367.083581,3,376.666307,4,889242.9893,1,367.600232,,,2,372.133271,3,889241.6775,380.6827
10,1,12,1,380.699374,1.5,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left2.jpg,task/Jitter/left3.jpg,[1 1 1],1,387.632254,17,,,393.648522,401.664639,3,411.247371,4,889240.6415,2,406.714342,4,889241.6605,1,402.181296,4,889241.0245,415.263758
10,1,13,2,415.280441,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[2 1 1],1,422.213328,52,,,428.2296,436.245701,3,445.828428,2,889240.1522,1,436.762357,3,889242.7283,2,441.295399,3,889241.1953,449.84483
10,1,14,1,449.861515,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/right3.jpg,[2 1 1],0.666667,456.794387,27,,,462.810655,470.826766,2,475.876458,4,889241.5183,3,480.409513,4,889241.1003,1,471.343433,4,889242.4584,484.425878
10,1,15,1,484.442525,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,489.825551,53,,,495.841808,503.857947,2,508.907634,4,889242.4819,3,513.440673,4,889240.454,1,504.374584,4,889241.2363,517.457056
10,1,16,2,517.47368,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[1 2 1],1,524.389937,55,,,530.406188,538.42231,2,543.472031,,,3,548.005049,1,889241.8658,1,538.938981,4,889241.1488,552.021449
