EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
66,2,2,4,3,3,5,7,6,2,15
73,6,5,4,3,4,5,6,5.5,1,15
17,5,4,3,4,3,5,6,5.5,2,15
50,5,4,3,4,5,5,4,4.5,1,15
13,4,3,3,4,3,6,7,6.5,1,15
60,5,5,3,5,5,7,7,7,2,15
10,4,3,3,5,3,5,7,6,2,15
7,4,4,2,5,3,5,5,5,2,15
14,4,3,3,3,2,3,4,3.5,1,15
26,6,4,3,2,3,6,6,6,1,15
8,5,5,3,4,2,6,5,5.5,2,15
43,4,5,2,3,5,7,7,7,1,15
21,4,4,3,3,4,6,6,6,2,15
53,4,3,4,4,5,7,7,7,1,15
67,2,3,3,2,2,5,5,5,1,15
25,5,4,5,3,3,4,5,4.5,2,15
37,4,3,4,4,6,7,7,7,1,15
54,3,3,4,2,5,5,7,6,1,15
18,3,3,3,3,3,5,5,5,2,15
28,3,4,2,3,3,7,7,7,1,15
31,4,3,3,3,3,7,5,6,2,15
76,3,3,4,4,3,5,6,5.5,2,15
38,3,3,3,3,4,7,4,5.5,2,15
23,4,4,3,3,3,4,3,3.5,1,15
1,5,5,4,3,6,7,7,7,1,15
16,5,5,2,3,4,7,7,7,2,15
75,3,3,3,4,5,7,7,7,1,15
2,5,5,3,3,5,5,7,6,1,15
29,3,3,3,4,3,5,6,5.5,2,15
74,4,4,4,4,3,3,5,4,2,15
62,4,3,3,2,3,5,6,5.5,1,15
39,5,5,3,3,3,7,5,6,2,15
24,3,3,4,4,3,6,5,5.5,1,15
63,4,3,3,4,5,6,6,6,2,15
15,3,3,3,3,3,7,7,7,2,15
68,5,4,3,4,4,6,4,5,1,15
40,5,5,3,3,3,7,5,6,2,15
69,4,3,4,5,6,7,7,7,1,15
36,3,2,4,2,5,5,7,6,2,15
33,4,4,3,3,4,7,6,6.5,2,15
49,6,5,3,4,5,7,7,7,1,15
22,5,4,3,3,5,7,7,7,1,15
46,4,3,3,4,4,4,3,3.5,2,15
52,5,5,3,3,6,7,7,7,2,15
65,3,4,3,4,3,6,5,5.5,2,15
4,5,4,3,4,3,4,5,4.5,1,15
59,4,4,4,4,3,6,7,6.5,1,15
12,5,4,2,4,4,7,7,7,1,15
30,4,4,3,3,3,3,5,4,2,15
79,4,3,3,4,3,7,6,6.5,1,15
42,3,4,3,4,3,5,5,5,2,15
58,3,3,3,3,3,7,7,7,1,15
20,5,5,2,3,3,3,4,3.5,1,15
78,5,4,3,3,4,7,6,6.5,2,15
56,3,3,3,3,3,6,7,6.5,2,15
70,4,3,4,4,3,5,5,5,1,15
41,3,3,2,4,3,4,3,3.5,1,15
34,4,4,3,3,2,5,3,4,2,15
61,5,4,3,4,5,7,7,7,1,15
19,2,3,3,3,3,5,5,5,2,15
45,3,3,3,4,3,6,7,6.5,2,15
9,5,4,2,5,2,5,5,5,1,15
47,3,3,3,4,3,7,7,7,1,15
51,4,3,3,4,4,6,5,5.5,2,15
71,5,5,3,4,4,7,7,7,0,15
80,5,4,3,3,5,5,5,5,0,15
32,3,3,3,3,4,7,5,6,0,15
