sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
25,2,1,1,8.041988,0.75,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/right2.jpg,task/Jitter/right3.jpg,[1 2 2],1,14.22491,67,16.901629,2.676719,20.241174,28.257286,1,28.773942,3,525014.6652,3,37.840016,4,525014.2282,2,33.306983,4,525014.218,41.85639
25,2,2,1,41.873084,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,46.506075,25,47.927562,1.421487,52.522364,60.5385,2,65.588165,3,525015.64,1,61.055144,4,525014.5505,3,70.121197,3,525015.058,74.137589
25,2,3,2,74.154224,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[0 1],0.5,79.537217,79,83.72251,4.185293,85.553523,93.569638,2,98.619329,1,525015.3586,1,94.086296,2,525015.5978,3,103.152348,,,107.168752
25,2,4,1,107.185428,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,113.318356,72,115.04853,1.730173,119.334597,127.350734,3,136.933451,1,525013.7274,1,127.867381,1,525013.6836,2,132.400432,4,525014.6026,140.949867
25,2,5,2,140.966528,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,146.349497,48,148.716437,2.36694,152.36575,160.381902,1,160.898535,2,525014.8836,3,169.964616,2,525014.8004,2,165.431562,4,525014.8504,173.980993
25,2,6,2,173.997668,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,178.6307,59,180.686388,2.055687,184.64698,192.663091,3,202.245805,2,525014.2462,2,197.712765,1,525014.69,1,193.179728,3,525015.7661,206.262199
25,2,7,2,206.278868,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 2 1],1,213.945026,20,215.515373,1.570346,219.961304,227.977404,3,237.560133,2,525015.1308,2,233.027107,1,525014.4208,1,228.49406,3,525014.8599,241.576532
25,2,8,1,241.593153,0.75,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[1 1 1],1,247.759464,69,249.500374,1.740909,253.775725,261.791847,1,262.308512,1,525014.5644,3,271.374561,4,525014.1833,2,266.841547,3,525015.2462,275.390964
25,2,9,1,275.407644,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,280.040655,35,283.027269,2.986614,286.056934,294.07306,3,303.65576,1,525013.9492,1,294.589698,3,525014.869,2,299.12274,3,525014.426,307.672143
25,2,10,2,307.688831,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,313.055158,63,314.621279,1.566121,319.071416,327.087542,1,327.60418,1,525015.1286,3,336.670265,1,525013.3264,2,332.137233,3,525014.1744,340.686636
25,2,11,1,340.703317,1.5,3,0.75,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,346.086309,33,347.706234,1.619925,352.102521,360.118682,1,360.635407,1,525015.2674,3,369.701403,2,525014.5802,2,365.168372,4,525013.1985,373.717802
25,2,12,1,373.734472,0.75,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[2 1 2],1,379.934072,54,381.625146,1.691074,385.950337,393.966438,2,399.01614,1,525013.6777,1,394.483097,1,525013.7596,3,403.549175,3,525014.6096,407.565552
25,2,13,2,407.58223,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,412.215262,71,414.259121,2.043859,418.231528,426.247656,1,426.76431,4,525015.8764,2,431.297343,1,525013.8455,3,435.83037,3,525015.4134,439.84676
25,2,14,2,439.863443,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[2 1 1],1,446.796307,74,448.652096,1.85579,452.812584,460.828686,1,461.345358,3,525015.7363,3,470.411412,1,525014.9121,2,465.878377,2,525014.7593,474.427806
25,2,15,1,474.44448,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left1.jpg,task/Jitter/right3.jpg,[1 1 2],1,481.360702,64,484.457072,3.09637,487.376958,495.393069,2,500.442751,4,525014.5848,1,495.90972,3,525014.9007,3,504.975789,3,525014.5076,508.992175
25,2,16,2,509.008836,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[2 1 2],1,515.958403,62,517.507951,1.549549,521.974682,529.990793,1,530.507454,2,525015.081,2,535.040483,1,525014.3891,3,539.573524,3,525015.1061,543.589886
