sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
31,2,1,1,8.044774,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/right2.jpg,[1 2 2],1,14.994322,62,17.174826,2.180503,21.010573,29.026674,3,38.609415,2,1010663.521,1,29.543352,3,1010663.705,2,34.076369,4,1010664.249,42.625791
31,2,2,1,42.642472,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,47.275492,13,49.480835,2.205344,53.291762,61.307876,1,61.824542,3,1010663.83,2,66.357571,4,1010663.532,3,70.890583,2,1010663.959,74.906982
31,2,3,2,74.923658,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[2 1 2],1,81.839874,10,84.571746,2.731872,87.856134,95.872232,2,100.921951,,,1,96.388889,2,1010663.746,3,105.454958,3,1010663.705,109.47135
31,2,4,1,109.488023,1.5,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,task/Jitter/right2.jpg,[1 2 2],1,117.170835,15,119.083698,1.912862,123.187114,131.203219,2,136.252903,3,1010663.776,3,140.785961,3,1010664.038,1,131.719865,2,1010663.17,144.802333
31,2,5,2,144.818995,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,149.435366,25,152.456655,3.02129,155.451635,163.467734,3,173.050458,3,1010664.264,2,168.517419,2,1010663.851,1,163.984397,2,1010663.789,177.066834
31,2,6,2,177.083515,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,183.216456,66,185.563707,2.347251,189.232683,197.248825,1,197.765467,2,1010664.279,3,206.831531,3,1010664.671,2,202.298515,1,1010663.984,210.847935
31,2,7,2,210.864613,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,216.997526,46,219.009612,2.012086,223.01381,231.02992,2,236.079603,3,1010662.945,3,240.612634,3,1010664.535,1,231.54656,2,1010663.322,244.629014
31,2,8,1,244.645688,0.75,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[1 1 2],1,250.828619,75,252.595522,1.766904,256.84487,264.860995,2,269.910682,3,1010663.496,1,265.377649,3,1010663.234,3,274.443712,3,1010663.715,278.460086
31,2,9,1,278.476774,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,284.593036,57,287.426596,2.83356,290.609297,298.625428,2,303.675092,3,1010664.295,1,299.142054,2,1010663.198,3,308.208117,2,1010663.844,312.224514
31,2,10,2,312.241138,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[2 1 2],1,318.407457,2,320.03252,1.625063,324.423681,332.439809,1,332.956476,2,1010663.678,2,337.489514,3,1010663.493,3,342.022531,3,1010663.386,346.038924
31,2,11,1,346.055576,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,350.688638,50,,,356.704857,364.721006,3,374.303732,3,1010663.841,2,369.770702,3,1010662.934,1,365.237656,2,1010663.75,378.320106
31,2,12,1,378.336728,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,385.253,1,389.200432,3.947432,391.269221,399.285377,1,399.802026,3,1010662.935,3,408.86809,2,1010664.805,2,404.335065,3,1010663.283,412.884468
31,2,13,2,412.901145,1.5,3,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,419.034086,40,422.792402,3.758316,425.050347,433.066472,1,433.583121,4,1010663.43,3,442.649179,1,1010662.655,2,438.11615,3,1010663.421,446.665558
31,2,14,2,446.682244,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,452.065216,78,454.458333,2.393117,458.081435,466.097595,3,475.680304,2,1010662.872,1,466.614234,2,1010663.713,2,471.14727,2,1010664.044,479.696689
31,2,15,1,479.713373,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[2 1 2],1,486.662918,52,488.553322,1.890404,492.679178,500.695278,2,505.744974,3,1010664.878,3,510.277995,3,1010663.99,1,501.211929,3,1010663.608,514.294396
31,2,16,2,514.31107,1.5,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,task/Jitter/right2.jpg,[1 2 2],1,521.243931,33,523.227294,1.983363,527.260218,535.27633,2,540.32601,,,1,535.792974,1,1010662.999,3,544.859044,3,1010664.26,548.875424
