sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
26,3,1,1,8.040218,1.5,3,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,13.423195,59,17.801302,4.378107,19.439474,27.455563,1,27.972241,3,612318.3535,2,32.505263,4,612319.3522,3,37.038294,4,612317.9922,41.054696
26,3,2,2,41.071365,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,45.721057,73,48.828251,3.107195,51.737325,59.75346,1,60.270102,4,612318.6646,3,69.336164,4,612318.0554,2,64.803141,4,612317.8353,73.352553
26,3,3,2,73.369229,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/right1.jpg,[2 1 2],1,81.05206,38,82.515242,1.463182,87.068327,95.084432,1,95.601105,3,612319.2775,2,100.13413,1,612318.2716,3,104.667155,4,612317.7235,108.68355
26,3,4,1,108.700186,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[2 2 1],1,114.866492,35,117.586173,2.719681,120.882761,128.89887,2,133.948569,2,612319.133,3,138.481599,4,612317.6797,1,129.415527,4,612319.6851,142.497983
26,3,5,2,142.51462,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,147.897649,60,151.686143,3.788493,153.91391,161.930032,2,166.979709,1,612318.8789,1,162.446677,1,612318.4916,3,171.512746,4,612317.0438,175.529126
26,3,6,1,175.545769,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,181.695416,75,183.593131,1.897715,187.711687,195.7278,1,196.244457,3,612319.4228,3,205.310522,4,612318.4621,2,200.777486,4,612317.5149,209.326901
26,3,7,2,209.343545,1.5,3,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,215.476505,4,219.348113,3.871609,221.492767,229.508916,3,239.091606,2,612318.8088,2,234.558577,1,612318.5499,1,230.025558,4,612317.6639,243.108003
26,3,8,2,243.124679,1.5,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/right1.jpg,[2 2 2],1,250.790857,20,252.711027,1.92017,256.807122,264.823203,2,269.872914,2,612319.3205,3,274.405952,1,612318.5152,1,265.339874,4,612318.8886,278.422329
26,3,9,1,278.43901,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,283.088714,51,286.080027,2.991313,289.104977,297.121097,3,306.703801,3,612319.2834,2,302.170801,4,612319.1106,1,297.637739,4,612318.6637,310.720188
26,3,10,1,310.736867,0.75,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 2 1],1,316.936466,39,320.072976,3.13651,322.952736,330.968848,1,331.485503,4,612317.9537,2,336.018536,4,612318.0917,3,340.551587,4,612318.6157,344.567957
26,3,11,2,344.58465,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,350.71757,66,353.3749,2.657331,356.733835,364.749963,1,365.266614,3,612318.9774,2,369.799638,1,612317.8406,3,374.332668,4,612317.5954,378.349058
26,3,12,2,378.365753,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,382.998771,25,386.89384,3.89507,389.015027,397.03116,3,406.613877,3,612319.4561,1,397.547819,1,612318.3424,2,402.08084,4,612319.1504,410.630254
26,3,13,2,410.646897,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right3.jpg,task/Jitter/right3.jpg,[1 2 2],1,418.329759,44,419.993846,1.664087,424.346031,432.362152,1,432.878807,3,612318.4862,2,437.411839,1,612318.2083,3,441.944874,4,612317.6882,445.961253
26,3,14,1,445.977959,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[2 2 2],1,452.894157,12,458.223762,5.329605,458.910427,466.926543,1,467.443194,2,612319.2329,3,476.509262,3,612319.413,2,471.976232,1,612319.7217,480.52565
26,3,15,1,480.542321,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[2 1 2],1,487.475205,52,490.490715,3.01551,493.491482,501.507569,2,506.557277,3,612319.8389,1,502.024241,4,612318.1286,3,511.090306,4,612317.8278,515.106683
26,3,16,1,515.12337,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,519.773069,5,523.0657,3.292631,525.789337,533.805454,3,543.388163,4,612319.2848,1,534.322101,4,612318.111,2,538.855147,4,612317.7989,547.40455
