EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,difference
2,4,3,2,1,1,2,2,5
3,6,3,2,1,1,2,2,5
13,6,7,1,1,1,2,2,5
33,2,6,2,1,1,4,6,5
53,1,1,3,1,1,5,7,5
1,4,3,2,1,1,2,2,4
12,6,2,2,1,1,4,6,4
35,2,6,1,1,3,4,6,4
46,7,7,1,1,1,2,4,4
48,4,2,2,1,1,2,6,4
69,6,7,1,1,1,6,2,4
78,4,7,2,1,1,2,6,4
79,6,6,1,1,1,3,7,4
8,7,7,3,1,1,4,7,3
28,1,2,2,1,1,2,5,3
68,4,7,1,1,1,4,7,3
4,6,7,1,1,1,5,7,2
6,2,7,3,1,1,5,7,2
9,7,7,3,1,1,4,6,2
21,1,1,3,1,1,5,3,2
32,3,2,1,1,1,5,7,2
41,7,7,1,1,1,4,2,2
44,7,7,3,1,1,5,7,2
54,1,6,1,1,1,2,4,2
55,1,2,1,1,1,2,4,2
59,5,2,3,1,1,5,7,2
63,5,4,2,1,1,5,7,2
65,6,7,1,1,1,4,2,2
67,6,7,1,1,1,4,2,2
74,1,3,2,1,5,5,7,2
7,7,7,1,1,1,4,5,1
10,5,1,3,1,1,6,7,1
11,3,4,3,1,2,6,7,1
16,3,3,3,1,2,6,5,1
18,6,6,2,1,2,6,7,1
20,2,4,1,1,5,6,7,1
23,1,5,4,1,1,6,5,1
24,1,2,3,1,6,6,7,1
31,6,7,1,1,2,6,7,1
36,1,5,2,1,1,6,7,1
40,7,7,1,1,1,5,6,1
42,7,7,1,1,1,4,5,1
43,7,7,2,1,1,5,4,1
49,1,1,3,1,5,6,7,1
50,1,5,2,1,5,6,7,1
52,1,5,2,1,4,6,7,1
58,7,4,3,1,6,6,7,1
60,2,1,3,1,2,6,7,1
61,3,1,3,1,1,5,6,1
64,2,2,2,1,6,6,7,1
66,5,7,1,1,1,4,3,1
72,7,7,3,1,1,5,6,1
73,1,2,3,1,6,6,7,1
77,7,7,2,1,3,6,7,1
5,7,7,1,5,4,7,7,0
14,7,7,1,3,6,7,7,0
15,7,7,1,4,6,7,7,0
17,2,6,1,1,1,6,6,0
19,2,5,2,1,3,6,6,0
22,1,1,3,1,1,5,5,0
25,2,7,3,1,4,7,7,0
26,5,6,3,1,6,7,7,0
27,1,5,1,3,5,7,7,0
29,1,3,3,1,5,7,7,0
30,2,4,3,1,5,7,7,0
34,3,6,3,1,1,6,6,0
37,6,7,3,1,5,7,7,0
38,7,7,1,1,1,7,7,0
39,2,5,2,1,2,7,7,0
45,6,4,3,1,3,7,7,0
47,4,2,2,2,4,7,7,0
51,1,1,2,1,6,7,7,0
56,4,6,3,1,1,7,7,0
57,5,3,3,1,3,7,7,0
62,3,3,3,1,5,7,7,0
70,1,1,3,1,1,2,2,0
71,4,1,3,1,1,2,2,0
75,2,1,3,1,4,7,7,0
76,5,4,3,1,6,7,7,0
80,6,7,2,1,3,6,6,0
