EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
30,2,3,3,2,5,6,7,6.5,2,18
21,3,5,2,4,6,7,5,6,1,18
66,1,2,3,2,1,7,6,6.5,2,18
12,2,4,3,2,4,6,6,6,1,18
62,3,5,3,1,1,7,7,7,1,18
11,3,4,3,2,6,7,7,7,2,18
35,2,4,2,4,5,7,6,6.5,2,18
67,3,5,2,2,2,7,5,6,2,18
63,3,4,3,1,1,6,5,5.5,1,18
73,3,5,2,3,3,7,6,6.5,1,18
59,3,5,3,2,7,7,6,6.5,2,18
16,2,4,2,6,5,7,7,7,1,18
36,2,3,2,3,3,7,6,6.5,2,18
44,3,4,3,1,3,7,7,7,1,18
24,2,3,3,2,5,7,5,6,1,18
34,3,5,3,2,2,6,6,6,2,18
40,2,4,3,5,6,7,7,7,1,18
29,3,4,3,3,4,7,6,6.5,1,18
51,3,5,2,5,1,6,6,6,2,18
8,4,5,2,7,6,7,7,7,1,18
80,3,5,3,2,6,7,6,6.5,2,18
43,3,5,2,3,2,7,5,6,2,18
75,3,5,4,1,3,6,7,6.5,2,18
70,3,5,4,1,1,6,5,5.5,1,18
39,1,2,3,5,6,7,7,7,1,18
4,3,5,2,7,7,7,7,7,2,18
28,3,5,3,1,4,7,7,7,1,18
18,3,4,2,3,6,7,6,6.5,1,18
53,3,5,4,1,2,7,6,6.5,2,18
9,3,5,3,3,3,6,5,5.5,2,18
27,3,4,2,3,2,5,7,6,1,18
14,3,4,3,3,5,7,6,6.5,2,18
17,2,5,2,2,6,7,5,6,1,18
22,3,5,3,2,6,6,7,6.5,2,18
33,3,5,2,4,4,7,7,7,2,18
45,3,4,3,2,3,7,5,6,1,18
15,3,5,3,2,5,7,6,6.5,2,18
46,3,5,3,5,6,7,7,7,1,18
25,3,5,3,1,6,6,7,6.5,2,18
64,2,3,3,5,6,7,7,7,2,18
68,3,3,2,1,5,7,7,7,1,18
48,3,5,2,3,3,7,7,7,1,18
74,3,5,2,4,5,6,4,5,2,18
1,3,5,3,2,3,7,7,7,2,18
42,4,5,2,4,3,7,5,6,2,18
71,2,2,3,4,4,7,5,6,1,18
65,2,4,1,3,1,7,6,6.5,1,18
50,3,5,1,7,4,7,7,7,1,18
52,1,2,4,1,1,7,5,6,2,18
78,2,4,4,2,6,7,7,7,1,18
7,3,5,3,2,7,7,5,6,2,18
10,2,4,3,2,6,7,7,7,1,18
13,1,3,3,2,1,6,5,5.5,1,18
72,2,4,4,4,5,7,7,7,2,18
57,2,3,4,1,5,7,7,7,2,18
69,3,3,3,4,5,7,5,6,1,18
49,3,5,3,1,3,6,5,5.5,1,18
79,2,4,4,2,6,7,5,6,2,18
20,2,4,3,1,2,7,7,7,1,18
56,1,4,2,7,7,6,6,6,2,18
38,3,5,4,1,6,7,7,7,2,18
19,3,5,2,4,5,6,6,6,1,18
55,1,4,2,5,5,7,7,7,1,18
61,3,5,2,1,7,7,5,6,2,18
26,4,5,3,3,6,7,7,7,0,18
47,2,4,3,3,2,7,5,6,0,18
2,3,6,3,2,3,7,6,6.5,0,18
