EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,difference
58,7,7,1,7,1,6,4,5
18,7,7,3,2,1,3,5,4
36,4,6,4,4,7,6,7,4
46,7,7,2,1,3,5,5,4
71,7,7,1,1,4,6,6,4
2,5,3,2,6,5,4,5,3
5,1,1,3,7,7,7,6,3
12,6,7,1,7,5,7,7,3
15,2,1,2,5,4,3,3,3
21,3,4,1,7,7,4,5,3
38,5,7,4,5,7,7,7,3
48,2,4,3,3,3,4,3,3
51,4,1,1,1,4,3,3,3
52,2,1,1,1,2,3,3,3
65,7,7,1,4,1,5,5,3
66,7,7,1,7,4,4,4,3
76,1,1,3,1,1,4,5,3
1,4,6,2,4,2,7,5,2
13,2,2,1,7,6,5,7,2
14,1,1,3,1,1,3,5,2
19,1,3,2,6,7,5,7,2
23,1,1,1,7,7,5,7,2
28,7,7,3,1,1,2,4,2
30,1,2,3,5,7,3,5,2
47,7,7,1,1,5,6,4,2
50,7,5,1,1,1,5,3,2
53,7,7,1,1,2,6,4,2
56,6,6,4,2,7,7,5,2
73,7,7,2,1,2,2,4,2
75,6,7,3,3,2,5,7,2
79,1,1,4,5,7,5,7,2
80,7,6,4,4,1,4,2,2
7,5,7,4,4,7,7,6,1
8,1,1,4,4,7,5,6,1
11,2,2,4,5,7,6,7,1
17,2,2,3,3,1,6,7,1
20,2,7,2,6,7,4,5,1
22,3,6,3,4,1,7,6,1
24,2,1,1,7,7,5,6,1
25,7,7,2,6,7,6,7,1
26,1,1,3,5,7,4,5,1
29,7,7,4,3,7,7,6,1
31,1,1,4,4,7,4,3,1
32,7,7,2,1,7,6,5,1
34,7,7,2,4,7,7,6,1
35,7,7,1,2,2,6,7,1
37,1,1,3,5,7,3,4,1
39,6,7,3,5,7,3,4,1
40,7,7,3,3,1,4,5,1
43,7,7,1,7,7,6,5,1
44,5,5,2,1,1,5,4,1
45,7,7,3,1,2,5,6,1
55,5,3,1,2,4,6,5,1
59,5,4,4,5,4,5,4,1
62,3,3,1,4,4,5,6,1
64,7,7,1,2,1,4,3,1
68,5,5,1,1,1,6,5,1
69,6,6,1,3,3,3,4,1
70,7,7,1,1,4,4,3,1
72,7,7,1,3,3,3,4,1
78,6,6,2,2,2,6,5,1
3,6,6,1,6,7,7,7,0
4,3,2,4,6,7,7,7,0
6,7,7,1,6,6,7,7,0
9,3,1,3,1,1,5,5,0
10,7,7,1,5,2,7,7,0
16,1,2,4,5,7,7,7,0
27,3,5,1,7,7,6,6,0
33,7,7,2,4,6,7,7,0
41,7,7,2,7,7,7,7,0
42,7,7,1,6,3,7,7,0
49,7,7,2,5,7,7,7,0
54,7,7,3,6,3,7,7,0
57,6,5,3,6,7,7,7,0
60,7,5,1,2,3,6,6,0
61,7,7,1,3,2,4,4,0
63,7,7,1,6,1,4,4,0
67,5,4,3,1,4,5,5,0
74,4,5,3,5,7,6,6,0
77,3,3,3,6,4,6,6,0
