EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
43,7,7,1,7,7,6,5,5.5,2,9
65,7,7,1,4,1,5,5,5,1,9
62,3,3,1,4,4,5,6,5.5,2,9
40,7,7,3,3,1,4,5,4.5,1,9
22,3,6,3,4,1,7,6,6.5,1,9
38,5,7,4,5,7,7,7,7,2,9
27,3,5,1,7,7,6,6,6,2,9
53,7,7,1,1,2,6,4,5,2,9
14,1,1,3,1,1,3,5,4,1,9
1,4,6,2,4,2,7,5,6,1,9
55,5,3,1,2,4,6,5,5.5,2,9
10,7,7,1,5,2,7,7,7,1,9
60,7,5,1,2,3,6,6,6,2,9
5,1,1,3,7,7,7,6,6.5,1,9
2,5,3,2,6,5,4,5,4.5,1,9
59,5,4,4,5,4,5,4,4.5,2,9
34,7,7,2,4,7,7,6,6.5,1,9
24,2,1,1,7,7,5,6,5.5,1,9
9,3,1,3,1,1,5,5,5,2,9
6,7,7,1,6,6,7,7,7,1,9
19,1,3,2,6,7,5,7,6,2,9
47,7,7,1,1,5,6,4,5,2,9
32,7,7,2,1,7,6,5,5.5,2,9
30,1,2,3,5,7,3,5,4,1,9
25,7,7,2,6,7,6,7,6.5,1,9
3,6,6,1,6,7,7,7,7,2,9
35,7,7,1,2,2,6,7,6.5,1,9
23,1,1,1,7,7,5,7,6,1,9
68,5,5,1,1,1,6,5,5.5,2,9
61,7,7,1,3,2,4,4,4,2,9
45,7,7,3,1,2,5,6,5.5,1,9
74,4,5,3,5,7,6,6,6,2,9
58,7,7,1,7,1,6,4,5,1,9
56,6,6,4,2,7,7,5,6,2,9
42,7,7,1,6,3,7,7,7,2,9
20,2,7,2,6,7,4,5,4.5,1,9
77,3,3,3,6,4,6,6,6,2,9
17,2,2,3,3,1,6,7,6.5,1,9
79,1,1,4,5,7,5,7,6,2,9
36,4,6,4,4,7,6,7,6.5,2,9
49,7,7,2,5,7,7,7,7,1,9
33,7,7,2,4,6,7,7,7,1,9
64,7,7,1,2,1,4,3,3.5,2,9
54,7,7,3,6,3,7,7,7,2,9
8,1,1,4,4,7,5,6,5.5,2,9
26,1,1,3,5,7,4,5,4.5,1,9
13,2,2,1,7,6,5,7,6,1,9
12,6,7,1,7,5,7,7,7,1,9
66,7,7,1,7,4,4,4,4,2,9
71,7,7,1,1,4,6,6,6,1,9
21,3,4,1,7,7,4,5,4.5,2,9
57,6,5,3,6,7,7,7,7,1,9
63,7,7,1,6,1,4,4,4,1,9
29,7,7,4,3,7,7,6,6.5,2,9
11,2,2,4,5,7,6,7,6.5,2,9
76,1,1,3,1,1,4,5,4.5,1,9
18,7,7,3,2,1,3,5,4,1,9
50,7,5,1,1,1,5,3,4,2,9
4,3,2,4,6,7,7,7,7,1,9
67,5,4,3,1,4,5,5,5,2,9
7,5,7,4,4,7,7,6,6.5,2,9
46,7,7,2,1,3,5,5,5,1,9
41,7,7,2,7,7,7,7,7,1,9
78,6,6,2,2,2,6,5,5.5,2,9
16,1,2,4,5,7,7,7,7,0,9
44,5,5,2,1,1,5,4,4.5,0,9
75,6,7,3,3,2,5,7,6,0,9
