EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
31,3,2,3,6,5,7,6,6.5,2,25
19,4,3,5,3,4,7,6,6.5,1,25
68,1,1,3,4,5,6,7,6.5,2,25
5,3,2,6,3,1,6,6,6,1,25
13,3,5,6,4,5,7,7,7,1,25
34,2,4,4,3,7,7,7,7,2,25
39,5,5,2,5,2,7,6,6.5,2,25
37,3,5,6,4,3,7,6,6.5,2,25
26,2,1,4,3,4,6,5,5.5,1,25
50,2,4,2,6,3,7,6,6.5,1,25
49,5,5,3,3,1,7,6,6.5,2,25
1,5,5,3,5,7,7,7,7,1,25
46,4,5,2,5,4,7,6,6.5,2,25
7,4,1,6,1,5,7,7,7,1,25
80,4,5,2,5,3,7,5,6,1,25
77,5,5,1,4,3,6,5,5.5,2,25
67,2,4,5,2,6,7,7,7,1,25
25,2,3,3,4,6,6,7,6.5,1,25
79,3,3,7,1,5,7,6,6.5,2,25
72,3,4,2,3,1,7,7,7,1,25
48,2,4,3,2,5,7,6,6.5,2,25
59,3,2,6,1,2,7,6,6.5,2,25
20,4,4,4,1,5,7,6,6.5,2,25
69,5,4,5,1,3,6,5,5.5,1,25
35,2,1,5,6,2,7,7,7,1,25
63,2,4,2,5,1,7,7,7,2,25
33,1,3,5,2,3,7,7,7,1,25
54,6,6,2,3,1,7,6,6.5,1,25
71,5,5,4,2,1,7,6,6.5,2,25
74,3,5,3,4,2,6,5,5.5,2,25
64,1,3,4,4,2,7,6,6.5,1,25
62,5,5,3,5,6,7,6,6.5,2,25
57,2,1,5,3,6,7,6,6.5,1,25
22,6,6,3,1,4,6,7,6.5,2,25
23,5,5,3,1,4,7,7,7,2,25
30,2,2,4,4,5,6,6,6,1,25
18,5,4,3,2,6,7,6,6.5,2,25
9,4,5,6,4,5,7,7,7,1,25
24,6,4,3,2,2,6,7,6.5,2,25
32,4,1,6,3,4,7,7,7,2,25
44,2,3,3,4,5,7,7,7,1,25
41,2,4,3,2,5,7,7,7,1,25
29,4,3,6,1,3,6,5,5.5,2,25
45,2,4,3,4,6,7,7,7,2,25
27,2,1,5,1,4,7,6,6.5,2,25
3,4,5,6,1,1,6,6,6,1,25
52,1,2,1,5,4,6,7,6.5,1,25
10,4,6,2,6,1,7,7,7,1,25
58,5,6,2,6,3,6,5,5.5,2,25
2,6,6,1,6,4,7,6,6.5,1,25
43,4,4,1,4,2,6,6,6,2,25
8,2,4,4,3,6,7,7,7,1,25
6,2,1,3,3,1,5,6,5.5,1,25
38,1,4,7,1,6,7,7,7,2,25
70,4,4,6,1,6,7,7,7,2,25
40,4,2,5,1,3,6,6,6,1,25
66,1,2,3,5,4,6,5,5.5,1,25
53,3,4,3,2,2,6,5,5.5,2,25
4,2,4,5,6,7,7,7,7,1,25
76,2,1,1,5,3,7,5,6,2,25
51,1,3,6,1,2,7,7,7,2,25
75,2,4,6,1,1,7,6,6.5,1,25
42,3,3,3,5,6,7,7,7,1,25
55,3,2,4,4,5,7,6,6.5,2,25
21,1,2,5,5,7,7,7,7,0,25
78,1,1,5,1,4,7,5,6,0,25
56,4,3,3,5,2,7,6,6.5,0,25
