sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
18,1,1,2,8.042332,1.5,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left3.jpg,task/Jitter/left2.jpg,[0 1 1],0.666667,14.991889,30,16.768023,1.776134,21.008158,29.024265,1,29.540921,1,14129.70827,2,34.073953,1,14130.60224,3,38.606971,3,14130.47409,42.623372
18,1,2,1,42.640041,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,48.023022,21,50.413048,2.390026,54.03925,62.055384,3,71.638091,3,14130.07104,1,62.57205,4,14130.41004,2,67.105077,4,14130.83404,75.654481
18,1,3,2,75.671161,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/right1.jpg,[1 2 2],1,82.604046,66,88.29796,5.693914,88.620296,96.636395,1,97.153072,2,14131.58682,2,101.686082,1,14130.27504,3,106.21913,1,14131.46271,110.235502
18,1,4,1,110.252153,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[0 1],0.5,115.635158,12,117.471935,1.836777,121.651427,129.667538,1,130.184174,4,14130.0939,3,139.250235,4,14130.2066,2,134.717222,2,14131.04889,143.266633
18,1,5,1,143.283316,1.5,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,148.666249,62,150.732847,2.066598,154.682554,162.698654,1,163.215302,3,14129.78569,2,167.748342,3,14129.89545,3,172.281378,4,14129.89139,176.29775
18,1,6,2,176.314374,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/left3.jpg,NaN,[0 1],0.5,182.447363,11,184.593799,2.146436,188.46358,196.47974,2,201.529421,1,14129.84238,1,196.996391,2,14130.77854,3,206.062451,3,14131.22156,210.07882
18,1,7,2,210.095505,0.75,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 0 1],0.333333,217.028387,35,218.864772,1.836385,223.044606,231.060731,1,231.577399,1,14130.69947,3,240.64346,1,14129.87755,2,236.110438,1,14129.56547,244.659853
18,1,8,2,244.676531,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,249.309557,67,251.359705,2.050147,255.325813,263.341938,2,268.391617,2,14131.06729,1,263.858587,1,14130.04639,3,272.924651,2,14129.77599,276.941014
18,1,9,1,276.95766,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/right3.jpg,NaN,[0 2],0.5,283.073965,63,284.80868,1.734715,289.09024,297.106344,2,302.156025,3,14131.35584,3,306.68904,4,14129.45577,1,297.622979,4,14130.7249,310.705437
18,1,10,1,310.722122,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right1.jpg,task/Jitter/left1.jpg,[2 2 0],0.666667,316.90504,73,318.781696,1.876656,322.921322,330.937424,1,331.454079,1,14129.80274,2,335.987091,,,3,340.520115,1,14129.63166,344.536499
18,1,11,2,344.553185,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,349.936174,59,352.841653,2.905479,355.952402,363.968546,2,369.018214,1,14130.54753,1,364.485201,2,14130.33761,3,373.55126,2,14129.94845,377.567638
18,1,12,1,377.584306,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,382.967289,16,388.26257,5.295281,388.983547,396.999665,3,406.582373,4,14130.10338,2,402.049357,4,14130.67431,1,397.516325,2,14130.34751,410.598756
18,1,13,2,410.615394,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/left1.jpg,task/Jitter/left3.jpg,[2 1 1],1,417.548323,36,419.120523,1.572199,423.564578,431.580696,1,432.097339,1,14129.29431,3,441.163412,1,14129.79906,2,436.630365,3,14130.40519,445.179789
18,1,14,1,445.196467,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 1 1],0.333333,452.129334,44,455.210458,3.081124,458.145595,466.161711,2,471.211393,4,14129.58024,1,466.67836,4,14129.71634,3,475.744433,4,14129.42698,479.760818
18,1,15,1,479.777485,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,485.16048,24,487.096414,1.935934,491.176727,499.192848,1,499.709491,4,14130.60988,2,504.242527,4,14129.23684,3,508.775564,4,14130.49277,512.791951
18,1,16,2,512.808617,1.5,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,518.191591,34,520.051396,1.859805,524.207865,532.223994,3,541.806697,3,14130.32463,2,537.273659,1,14130.01294,1,532.74062,4,14130.46069,545.82307
