EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
65,6,6,3,2,4,5,7,6,2,21
33,5,5,4,1,4,6,5,5.5,1,21
38,3,4,3,2,5,6,6,6,2,21
13,5,5,5,3,4,4,4,4,1,21
76,3,5,2,3,3,6,7,6.5,1,21
62,4,5,3,2,6,7,7,7,2,21
57,5,5,4,2,2,7,6,6.5,2,21
28,6,6,3,2,2,5,5,5,2,21
24,6,6,3,3,1,3,2,2.5,1,21
41,5,5,2,3,2,7,5,6,1,21
78,5,5,3,2,3,5,7,6,2,21
29,4,6,2,3,4,7,7,7,1,21
40,4,6,2,3,2,7,5,6,2,21
59,5,6,2,3,2,6,7,6.5,1,21
20,6,7,3,2,4,4,5,4.5,1,21
70,5,6,2,5,1,4,3,3.5,2,21
31,5,5,2,4,3,6,7,6.5,1,21
58,6,7,3,1,3,7,5,6,1,21
35,5,5,4,2,6,4,6,5,2,21
14,3,5,2,4,5,7,7,7,1,21
42,7,7,2,5,2,7,5,6,2,21
53,3,5,4,3,5,5,6,5.5,2,21
54,3,4,5,2,4,5,7,6,2,21
56,6,6,1,2,2,2,2,2,1,21
15,5,5,2,5,4,6,7,6.5,1,21
4,6,6,2,5,6,7,7,7,2,21
80,4,5,4,2,5,7,7,7,1,21
51,5,6,4,2,6,6,7,6.5,1,21
72,5,6,4,3,4,6,6,6,2,21
61,6,7,3,3,1,5,1,3,2,21
34,4,5,2,5,3,7,4,5.5,1,21
55,4,5,2,4,4,5,7,6,2,21
19,5,5,3,2,3,5,6,5.5,1,21
37,5,6,2,3,2,6,6,6,2,21
36,6,6,2,4,6,7,7,7,2,21
71,5,5,3,3,2,4,5,4.5,1,21
68,5,6,2,6,3,5,7,6,2,21
73,3,5,2,3,3,6,7,6.5,1,21
50,2,5,3,3,5,5,7,6,2,21
1,7,4,3,4,5,7,6,6.5,2,21
47,4,6,3,5,5,7,7,7,1,21
39,3,5,2,3,5,7,7,7,1,21
23,7,7,2,4,3,1,3,2,2,21
48,3,5,3,4,6,7,7,7,2,21
77,3,4,2,4,2,7,4,5.5,2,21
69,4,6,2,3,1,5,3,4,1,21
21,4,4,4,2,5,6,7,6.5,1,21
16,3,5,1,6,5,7,7,7,1,21
27,5,5,3,3,1,5,2,3.5,2,21
52,4,6,3,2,3,7,6,6.5,1,21
2,4,5,2,3,2,5,4,4.5,2,21
49,2,4,3,4,3,7,7,7,1,21
26,4,5,4,2,1,4,2,3,1,21
32,4,4,3,2,2,7,6,6.5,2,21
18,4,4,3,2,5,6,7,6.5,2,21
45,4,4,2,3,1,5,3,4,1,21
25,6,6,2,3,1,3,2,2.5,1,21
30,4,4,3,3,2,5,1,3,2,21
63,6,6,3,2,2,7,7,7,1,21
43,4,6,1,6,2,6,3,4.5,2,21
17,6,6,3,3,6,6,7,6.5,2,21
74,2,4,3,2,2,5,5,5,1,21
64,5,4,2,5,5,7,7,7,1,21
5,7,6,1,6,3,6,5,5.5,2,21
75,5,6,4,2,5,7,7,7,0,21
44,5,5,1,4,1,5,3,4,0,21
46,5,5,2,3,3,7,5,6,0,21
