EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
1,3,1,4,1,4,7,5,6,2,32
75,4,2,3,7,1,6,4,5,1,32
13,6,2,2,6,1,5,6,5.5,2,32
59,3,1,4,1,6,5,4,4.5,1,32
76,2,2,3,6,1,6,7,6.5,1,32
77,6,2,4,3,6,7,7,7,2,32
58,2,2,5,1,6,6,7,6.5,2,32
5,3,1,4,1,2,6,4,5,2,32
51,4,2,3,1,1,5,3,4,1,32
28,6,2,2,1,3,6,6,6,1,32
3,6,6,2,1,6,5,6,5.5,2,32
42,3,7,3,6,6,7,7,7,1,32
78,4,5,2,3,3,7,5,6,2,32
54,2,6,3,5,6,6,7,6.5,1,32
64,3,1,6,1,2,5,5,5,1,32
60,1,1,4,1,7,5,4,4.5,2,32
14,3,2,3,2,4,6,7,6.5,1,32
80,6,5,3,6,4,6,6,6,1,32
32,2,1,4,1,3,6,4,5,2,32
23,5,3,3,1,1,7,7,7,1,32
4,3,3,3,4,7,5,7,6,2,32
47,4,4,3,1,3,5,5,5,2,32
57,6,6,3,4,1,6,5,5.5,2,32
21,3,6,3,1,1,4,4,4,1,32
12,7,6,2,1,1,7,6,6.5,1,32
16,6,2,3,3,7,7,7,7,2,32
70,2,6,7,1,4,7,7,7,1,32
68,1,1,4,2,7,6,7,6.5,1,32
26,6,4,3,1,2,5,6,5.5,2,32
71,5,6,2,4,1,4,4,4,2,32
25,7,6,2,2,1,5,5,5,1,32
19,2,3,3,5,7,5,7,6,2,32
35,6,4,3,5,4,6,4,5,1,32
33,6,2,3,2,2,7,5,6,2,32
44,7,5,3,6,1,7,7,7,2,32
20,4,6,2,1,1,5,4,4.5,1,32
29,2,2,3,1,7,5,7,6,2,32
63,3,7,3,3,3,6,7,6.5,1,32
55,5,4,3,5,2,5,7,6,2,32
2,1,1,4,2,2,7,6,6.5,2,32
67,1,1,3,5,7,7,7,7,1,32
46,3,5,3,3,6,7,7,7,1,32
9,1,1,4,1,3,5,3,4,2,32
31,4,4,4,2,6,7,7,7,2,32
18,5,2,3,6,6,4,6,5,2,32
38,3,2,4,1,5,5,4,4.5,1,32
53,7,4,4,3,6,6,7,6.5,1,32
11,5,3,3,2,5,7,7,7,1,32
65,2,1,5,2,1,5,4,4.5,2,32
45,3,2,4,5,7,6,7,6.5,1,32
72,2,2,4,2,3,5,5,5,2,32
74,1,1,4,1,7,7,7,7,1,32
49,4,2,3,1,1,5,3,4,1,32
43,2,7,4,3,2,6,7,6.5,2,32
40,1,1,4,3,7,6,7,6.5,2,32
66,4,3,4,2,6,5,4,4.5,1,32
50,4,2,3,1,1,5,3,4,1,32
22,2,2,2,1,1,5,3,4,2,32
79,1,1,4,6,6,7,7,7,1,32
69,2,2,4,1,3,5,5,5,2,32
30,2,6,4,3,3,7,6,6.5,2,32
27,7,2,4,3,4,6,4,5,1,32
62,6,6,3,6,7,7,7,7,1,32
41,2,1,4,1,1,5,6,5.5,2,32
15,3,1,5,1,6,7,7,7,0,32
8,2,2,3,2,6,5,4,4.5,0,32
17,3,1,3,1,5,7,5,6,0,32
