sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
2,2,1,1,8.039338,1.5,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,task/Jitter/right2.jpg,[1 1 2],1,15.698976,9,16.648948,0.949972,21.717229,29.72495,3,39.291185,4,571234.8527,1,30.238926,4,571235.606,2,34.765049,4,571235.2826,43.303352
2,2,2,1,43.319927,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,47.928968,1,49.251011,1.322042,53.947224,61.954945,1,62.468941,1,571236.193,3,71.521181,1,571234.9297,2,66.995066,1,571235.1499,75.533343
2,2,3,2,75.549926,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[2 1 1],1,82.480026,32,84.154026,1.674,88.498299,96.506024,2,101.546136,1,571234.9608,3,106.072253,2,571235.8007,1,97.020011,2,571236.5717,110.084431
2,2,4,1,110.101018,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,116.997973,49,118.131026,1.133053,123.016216,131.023972,2,136.064049,3,571237.2618,3,140.590178,4,571236.0526,1,131.537944,4,571236.019,144.602342
2,2,5,2,144.618924,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/left2.jpg,[2 2 1],1,151.515897,28,153.480077,1.96418,157.53415,165.541871,2,170.581972,2,571236.8639,1,166.055844,3,571236.5639,3,175.108105,4,571235.8457,179.120265
2,2,6,2,179.13687,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,183.762465,48,184.971132,1.208667,189.780712,197.788468,3,207.37127,1,571234.4656,2,202.84513,1,571235.8479,1,198.319014,2,571237.7091,211.38342
2,2,7,2,211.400012,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,216.755096,17,218.040161,1.285065,222.773359,230.781098,1,231.295056,2,571236.0668,3,240.347319,3,571236.4016,2,235.821198,2,571235.9116,244.359466
2,2,8,1,244.376054,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,249.747718,60,251.231143,1.483424,255.765986,263.773737,3,273.339961,3,571235.4741,2,268.81384,4,571234.7844,1,264.28769,4,571235.5512,277.352117
2,2,9,1,277.368704,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,281.97773,3,282.933174,0.955443,287.995983,296.003737,1,296.517686,3,571235.4424,3,305.569956,4,571235.5771,2,301.043809,4,571235.5633,309.582092
2,2,10,2,309.5987,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,315.699848,41,317.018248,1.3184,321.7181,329.72584,3,339.292082,2,571235.924,2,334.76595,3,571236.104,1,330.23981,2,571236.0643,343.304224
2,2,11,1,343.320832,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,348.692472,2,349.809203,1.116731,354.710733,362.718474,3,372.284709,2,571235.8145,2,367.758596,2,571235.4115,1,363.232465,2,571238.0205,376.296853
2,2,12,1,376.313462,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,382.431197,8,383.543223,1.112026,388.449444,396.457182,2,401.497292,4,571234.5686,3,406.023405,4,571234.5526,1,396.971172,4,571234.5269,410.035566
2,2,13,2,410.05215,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,414.661168,57,416.533306,1.872138,420.679422,428.687194,3,438.253405,3,571234.6958,2,433.727269,4,571235.591,1,429.201154,4,571235.641,442.265572
2,2,14,2,442.282149,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,447.653832,78,449.076264,1.422432,453.672092,461.679831,2,466.719922,2,571235.0433,3,471.246039,1,571234.7152,1,462.193781,2,571237.3312,475.258204
2,2,15,1,475.274795,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[1 1 2],1,482.171735,71,483.666388,1.494653,488.189993,496.197727,1,496.711712,3,571235.7645,3,505.763966,3,571235.8183,2,501.237832,3,571235.7803,509.776121
2,2,16,2,509.792708,0.75,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,task/Jitter/left3.jpg,[1 2 1],1,516.689671,61,518.421386,1.731715,522.707926,530.715673,1,531.229638,1,571235.5207,2,535.755782,4,571235.3925,3,540.281904,2,571235.9363,544.294063
