sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
35,3,1,1,8.04963,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,14.182559,23,15.569818,1.38726,20.198855,28.214968,1,28.731625,3,178422.365,2,33.264672,4,178422.5719,3,37.797717,4,178422.0339,41.814092
35,3,2,2,41.83078,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,47.213762,32,48.637898,1.424136,53.230027,61.24618,2,66.295871,4,178421.7639,3,70.828908,4,178422.5436,1,61.762822,4,178422.5579,74.845285
35,3,3,2,74.861984,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,80.261649,65,81.012925,0.751276,86.277894,94.29406,1,94.810698,4,178421.7308,2,99.343735,1,178421.3838,3,103.876794,4,178421.7149,107.893174
35,3,4,1,107.909864,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,113.292849,31,115.647987,2.355138,119.309043,127.325272,2,132.374949,4,178421.6486,3,136.907993,4,178420.8246,1,127.841914,4,178421.5988,140.924395
35,3,5,2,140.941069,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,147.074013,18,148.332003,1.25799,153.090258,161.106417,2,166.156099,3,178421.8647,3,170.689149,1,178422.0908,1,161.623065,3,178423.7235,174.705538
35,3,6,1,174.722217,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/right1.jpg,[1 1 2],1,180.92182,58,182.757005,1.835185,186.938071,194.95423,3,204.536962,2,178422.6278,2,200.003925,2,178423.0537,1,195.470879,4,178421.8237,208.553359
35,3,7,2,208.570037,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[1 1 1],1,216.236217,42,217.676038,1.43982,222.25249,230.268634,2,235.318323,2,178424.1585,3,239.851364,3,178422.8943,1,230.78528,3,178421.8955,243.867756
35,3,8,2,243.884451,0.75,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[1 1 1],1,250.050717,37,251.277082,1.226364,256.066984,264.083117,2,269.132823,3,178423.7091,3,273.665845,1,178421.3731,1,264.599766,3,178422.172,277.682239
35,3,9,1,277.698879,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right1.jpg,task/Jitter/left1.jpg,[2 2 1],1,284.648478,3,286.936196,2.287718,290.664786,298.680899,2,303.730598,4,178421.9462,3,308.263631,4,178422.2063,1,299.197539,4,178423.2114,312.280016
35,3,10,1,312.296693,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/right1.jpg,[2 1 2],1,319.97955,16,321.022275,1.042725,325.995832,334.011951,3,343.594681,3,178422.7713,1,334.528597,4,178421.4754,2,339.061636,4,178422.0432,347.611085
35,3,11,2,347.627757,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[2 1 2],1,353.810703,12,355.846188,2.035485,359.826957,367.843113,2,372.892805,3,178423.615,3,377.425842,2,178423.0951,1,368.359766,2,178422.3962,381.442224
35,3,12,2,381.458891,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[2 1 1],1,387.62519,64,389.549228,1.924038,393.64147,401.657588,3,411.240331,3,178421.8257,1,402.174252,3,178422.3688,2,406.707295,2,178421.9707,415.256722
35,3,13,2,415.273363,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[1 2 1],1,422.189632,22,424.365337,2.175705,428.205911,436.222032,3,445.804778,3,178421.5694,1,436.738709,4,178423.1672,2,441.271747,2,178424.1272,449.821163
35,3,14,1,449.837846,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right1.jpg,task/Jitter/left2.jpg,[1 2 1],1,457.520695,33,458.626346,1.105651,463.536962,471.55311,3,481.135846,3,178421.0051,2,476.602786,2,178421.4882,1,472.069754,3,178422.5713,485.152231
35,3,15,1,485.168868,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,490.56857,47,491.82633,1.25776,496.584845,504.600981,2,509.650659,3,178421.8703,1,505.11763,1,178422.2615,3,514.183712,4,178422.7364,518.20009
35,3,16,1,518.216745,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,523.583117,2,525.065417,1.482299,529.599393,537.615537,3,547.198257,4,178424.2817,1,538.132161,3,178422.2988,2,542.665226,4,178422.4138,551.214652
