EventNumber,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,Condition,sub
64,6,5,3,6,7,6,7,6.5,2,20
45,5,5,1,3,2,6,5,5.5,1,20
3,7,5,1,5,5,5,7,6,2,20
49,2,4,2,3,3,6,4,5,1,20
54,4,2,3,2,6,7,7,7,1,20
36,4,3,2,5,5,7,7,7,2,20
51,4,3,2,5,6,6,7,6.5,2,20
38,3,3,2,3,3,6,5,5.5,2,20
66,6,4,1,3,1,4,5,4.5,1,20
61,2,1,2,2,3,6,7,6.5,1,20
1,5,4,1,4,2,5,7,6,2,20
28,6,4,1,5,5,7,7,7,1,20
60,4,3,2,2,2,7,6,6.5,2,20
78,7,6,2,3,6,7,7,7,1,20
27,5,5,1,4,3,5,5,5,1,20
67,3,4,2,3,1,6,4,5,2,20
74,4,4,2,3,4,7,7,7,1,20
58,2,1,3,2,4,6,7,6.5,1,20
14,4,2,3,2,1,6,5,5.5,2,20
16,5,4,1,7,6,7,7,7,1,20
69,4,2,2,5,7,6,7,6.5,2,20
52,5,3,1,5,3,5,6,5.5,2,20
72,5,4,1,6,6,5,7,6,2,20
2,4,2,2,2,1,4,5,4.5,1,20
63,7,6,2,5,7,7,7,7,1,20
13,3,3,1,6,7,7,7,7,2,20
59,7,5,2,6,7,7,7,7,1,20
48,3,2,2,4,5,6,7,6.5,1,20
17,4,3,1,3,6,5,7,6,2,20
30,5,3,2,2,5,5,5,5,2,20
15,5,3,2,3,6,6,6,6,1,20
80,4,3,2,4,1,7,6,6.5,2,20
6,5,4,1,3,2,6,5,5.5,1,20
22,3,2,3,4,7,6,7,6.5,2,20
8,7,5,2,1,2,7,7,7,2,20
25,3,3,2,2,1,5,5,5,1,20
19,4,2,3,3,5,6,7,6.5,2,20
21,2,3,3,3,4,7,7,7,1,20
39,2,1,3,5,6,6,7,6.5,2,20
56,1,1,3,3,5,7,7,7,2,20
29,3,1,2,5,7,7,7,7,1,20
11,4,2,2,4,5,7,7,7,1,20
7,3,3,2,1,4,4,5,4.5,2,20
33,3,4,2,6,7,7,7,7,2,20
53,3,3,2,3,5,6,6,6,2,20
42,3,3,2,2,1,6,4,5,1,20
43,5,2,2,4,3,7,6,6.5,1,20
5,5,4,1,2,2,7,7,7,1,20
68,3,1,2,2,2,6,4,5,2,20
37,3,2,2,4,4,6,7,6.5,1,20
76,3,3,1,2,2,6,4,5,2,20
35,5,3,2,6,7,7,7,7,1,20
79,3,2,2,2,3,5,5,5,1,20
26,5,4,2,3,5,6,7,6.5,2,20
23,4,2,2,6,7,6,7,6.5,2,20
40,5,4,2,2,1,6,4,5,1,20
31,4,4,1,3,2,5,4,4.5,1,20
9,5,2,2,3,6,5,5,5,2,20
55,2,3,2,1,5,7,7,7,1,20
50,4,4,1,3,2,5,5,5,2,20
4,6,6,1,4,2,7,6,6.5,2,20
47,3,4,2,5,5,5,6,5.5,1,20
20,6,5,2,6,7,7,7,7,1,20
18,5,3,2,2,2,7,5,6,2,20
57,2,1,2,5,7,7,7,7,0,20
12,7,5,2,2,1,6,4,5,0,20
75,5,4,2,4,2,7,6,6.5,0,20
